age_group,year,sex,race_eth,deaths,crude.rate,cod
< 1 year,2019,Female,White,187,307.6,all_cause
< 1 year,2019,Male,Black or African American,110,893.8,all_cause
< 1 year,2019,Male,White,223,348.8,all_cause
< 1 year,2020,Female,Black or African American,107,921.3,all_cause
< 1 year,2020,Female,White,151,269.6,all_cause
< 1 year,2020,Male,Black or African American,116,965.4,all_cause
< 1 year,2020,Male,White,168,286.0,all_cause
< 1 year,2021,Female,Black or African American,78,731.0,all_cause
< 1 year,2021,Female,White,147,282.2,all_cause
< 1 year,2021,Male,Black or African American,102,929.0,all_cause
< 1 year,2021,Male,White,201,368.1,all_cause
< 1 year,2022,Female,Black or African American,75,690.7,all_cause
< 1 year,2022,Female,White,139,269.6,all_cause
< 1 year,2022,Male,Black or African American,116,1037.3,all_cause
< 1 year,2022,Male,White,191,348.3,all_cause
< 1 year,2023,Female,Black or African American,76,724.3,all_cause
< 1 year,2023,Female,White,133,264.7,all_cause
< 1 year,2023,Male,Black or African American,83,769.7,all_cause
< 1 year,2023,Male,White,172,325.0,all_cause
1-4 years,2018,Female,Black or African American,15,Unreliable,all_cause
1-4 years,2018,Female,White,34,13.8,all_cause
1-4 years,2018,Male,Black or African American,24,48.3,all_cause
1-4 years,2018,Male,White,58,22.3,all_cause
1-4 years,2019,Female,White,36,14.7,all_cause
1-4 years,2019,Male,Black or African American,19,Unreliable,all_cause
1-4 years,2019,Male,White,43,16.6,all_cause
1-4 years,2020,Female,Black or African American,15,Unreliable,all_cause
1-4 years,2020,Female,White,39,17.4,all_cause
1-4 years,2020,Male,Black or African American,21,46.0,all_cause
1-4 years,2020,Male,White,48,20.2,all_cause
1-4 years,2021,Female,White,35,16.3,all_cause
1-4 years,2021,Male,Black or African American,13,Unreliable,all_cause
1-4 years,2021,Male,White,41,18.1,all_cause
1-4 years,2022,Female,Black or African American,17,Unreliable,all_cause
1-4 years,2022,Female,White,36,17.9,all_cause
1-4 years,2022,Male,Black or African American,12,Unreliable,all_cause
1-4 years,2022,Male,White,44,20.7,all_cause
1-4 years,2023,Female,Black or African American,20,47.0,all_cause
1-4 years,2023,Female,White,48,24.3,all_cause
1-4 years,2023,Male,Black or African American,27,61.5,all_cause
1-4 years,2023,Male,White,55,26.3,all_cause
5-9 years,2018,Female,White,16,Unreliable,all_cause
5-9 years,2018,Male,White,25,7.8,all_cause
5-9 years,2019,Female,Black or African American,13,Unreliable,all_cause
5-9 years,2019,Female,White,22,7.2,all_cause
5-9 years,2019,Male,Black or African American,13,Unreliable,all_cause
5-9 years,2019,Male,White,27,8.4,all_cause
5-9 years,2020,Female,Black or African American,17,Unreliable,all_cause
5-9 years,2020,Female,White,19,Unreliable,all_cause
5-9 years,2020,Male,Black or African American,14,Unreliable,all_cause
5-9 years,2020,Male,White,26,8.4,all_cause
5-9 years,2021,Female,Black or African American,14,Unreliable,all_cause
5-9 years,2021,Female,White,20,7.0,all_cause
5-9 years,2021,Male,Black or African American,15,Unreliable,all_cause
5-9 years,2021,Male,White,26,8.6,all_cause
5-9 years,2022,Female,Black or African American,14,Unreliable,all_cause
5-9 years,2022,Female,White,22,8.0,all_cause
5-9 years,2022,Male,White,25,8.7,all_cause
5-9 years,2023,Female,White,29,10.8,all_cause
5-9 years,2023,Male,Black or African American,12,Unreliable,all_cause
5-9 years,2023,Male,White,26,9.1,all_cause
10-14 years,2018,Female,Black or African American,11,Unreliable,all_cause
10-14 years,2018,Female,White,35,11.1,all_cause
10-14 years,2018,Male,Black or African American,17,Unreliable,all_cause
10-14 years,2018,Male,White,42,12.6,all_cause
10-14 years,2019,Female,White,29,9.5,all_cause
10-14 years,2019,Male,Black or African American,11,Unreliable,all_cause
10-14 years,2019,Male,White,49,15.2,all_cause
10-14 years,2020,Female,Black or African American,11,Unreliable,all_cause
10-14 years,2020,Female,White,23,7.7,all_cause
10-14 years,2020,Male,Black or African American,19,Unreliable,all_cause
10-14 years,2020,Male,White,51,16.2,all_cause
10-14 years,2021,Female,Black or African American,15,Unreliable,all_cause
10-14 years,2021,Female,White,38,12.7,all_cause
10-14 years,2021,Male,Black or African American,20,30.3,all_cause
10-14 years,2021,Male,White,38,12.0,all_cause
10-14 years,2022,Female,White,29,10.2,all_cause
10-14 years,2022,Male,Black or African American,15,Unreliable,all_cause
10-14 years,2022,Male,White,43,14.3,all_cause
10-14 years,2023,Female,Black or African American,14,Unreliable,all_cause
10-14 years,2023,Female,White,38,13.6,all_cause
10-14 years,2023,Male,Black or African American,20,32.0,all_cause
10-14 years,2023,Male,White,35,11.9,all_cause
15-19 years,2018,Female,Black or African American,26,38.8,all_cause
15-19 years,2018,Female,White,91,27.4,all_cause
15-19 years,2018,Male,Black or African American,62,87.5,all_cause
15-19 years,2018,Male,White,180,50.9,all_cause
15-19 years,2019,Female,Black or African American,28,43.0,all_cause
15-19 years,2019,Female,White,75,22.9,all_cause
15-19 years,2019,Male,Black or African American,81,117.2,all_cause
15-19 years,2019,Male,White,162,46.6,all_cause
15-19 years,2020,Female,Black or African American,37,58.8,all_cause
15-19 years,2020,Female,White,105,32.8,all_cause
15-19 years,2020,Male,Black or African American,122,182.3,all_cause
15-19 years,2020,Male,White,216,63.5,all_cause
15-19 years,2021,Female,Black or African American,29,45.9,all_cause
15-19 years,2021,Female,White,107,33.4,all_cause
15-19 years,2021,Male,Black or African American,110,162.9,all_cause
15-19 years,2021,Male,White,197,57.6,all_cause
15-19 years,2022,Female,Black or African American,38,61.2,all_cause
15-19 years,2022,Female,White,82,26.2,all_cause
15-19 years,2022,Male,Black or African American,88,134.2,all_cause
15-19 years,2022,Male,White,172,51.4,all_cause
15-19 years,2023,Female,Black or African American,35,55.0,all_cause
15-19 years,2023,Female,White,81,25.9,all_cause
15-19 years,2023,Male,Black or African American,91,137.1,all_cause
15-19 years,2023,Male,White,202,60.6,all_cause
20-24 years,2018,Female,Black or African American,49,64.4,all_cause
20-24 years,2018,Female,White,179,48.6,all_cause
20-24 years,2018,Male,Black or African American,173,203.1,all_cause
20-24 years,2018,Male,White,388,95.2,all_cause
20-24 years,2019,Female,Black or African American,59,80.4,all_cause
20-24 years,2019,Female,White,151,42.4,all_cause
20-24 years,2019,Male,Black or African American,153,186.9,all_cause
20-24 years,2019,Male,White,402,102.5,all_cause
20-24 years,2020,Female,Black or African American,92,129.2,all_cause
20-24 years,2020,Female,White,152,44.1,all_cause
20-24 years,2020,Male,Black or African American,233,294.0,all_cause
20-24 years,2020,Male,White,472,124.3,all_cause
20-24 years,2021,Female,Black or African American,73,105.9,all_cause
20-24 years,2021,Female,White,155,46.9,all_cause
20-24 years,2021,Male,Black or African American,263,343.8,all_cause
20-24 years,2021,Male,White,476,131.4,all_cause
20-24 years,2022,Female,Black or African American,62,88.4,all_cause
20-24 years,2022,Female,White,150,44.4,all_cause
20-24 years,2022,Male,Black or African American,208,269.4,all_cause
20-24 years,2022,Male,White,377,101.2,all_cause
20-24 years,2023,Female,Black or African American,53,80.3,all_cause
20-24 years,2023,Female,White,128,40.0,all_cause
20-24 years,2023,Male,Black or African American,162,225.5,all_cause
20-24 years,2023,Male,White,386,109.7,all_cause
25-29 years,2018,Female,Black or African American,88,94.1,all_cause
25-29 years,2018,Female,White,228,48.1,all_cause
25-29 years,2018,Male,Black or African American,210,200.2,all_cause
25-29 years,2018,Male,White,642,123.9,all_cause
25-29 years,2019,Female,Black or African American,65,70.3,all_cause
25-29 years,2019,Female,White,205,44.9,all_cause
25-29 years,2019,Male,Black or African American,245,232.9,all_cause
25-29 years,2019,Male,White,679,135.5,all_cause
25-29 years,2020,Female,Black or African American,115,128.6,all_cause
25-29 years,2020,Female,White,298,69.0,all_cause
25-29 years,2020,Male,Black or African American,336,326.0,all_cause
25-29 years,2020,Male,White,732,154.0,all_cause
25-29 years,2021,Female,Black or African American,133,159.1,all_cause
25-29 years,2021,Female,White,272,68.6,all_cause
25-29 years,2021,Male,Black or African American,354,372.6,all_cause
25-29 years,2021,Male,White,811,188.7,all_cause
25-29 years,2022,Female,Black or African American,107,134.9,all_cause
25-29 years,2022,Female,White,252,67.2,all_cause
25-29 years,2022,Male,Black or African American,325,360.5,all_cause
25-29 years,2022,Male,White,701,171.2,all_cause
25-29 years,2023,Female,Black or African American,103,133.4,all_cause
25-29 years,2023,Female,White,216,59.4,all_cause
25-29 years,2023,Male,Black or African American,234,272.6,all_cause
25-29 years,2023,Male,White,620,159.7,all_cause
30-34 years,2018,Female,Black or African American,105,130.8,all_cause
30-34 years,2018,Female,White,344,72.8,all_cause
30-34 years,2018,Male,Black or African American,211,238.9,all_cause
30-34 years,2018,Male,White,763,148.2,all_cause
30-34 years,2019,Female,Black or African American,113,134.9,all_cause
30-34 years,2019,Female,White,364,76.7,all_cause
30-34 years,2019,Male,Black or African American,245,262.5,all_cause
30-34 years,2019,Male,White,773,149.6,all_cause
30-34 years,2020,Female,Black or African American,148,170.2,all_cause
30-34 years,2020,Female,White,417,87.5,all_cause
30-34 years,2020,Male,Black or African American,316,322.2,all_cause
30-34 years,2020,Male,White,1053,203.0,all_cause
30-34 years,2021,Female,Black or African American,153,172.1,all_cause
30-34 years,2021,Female,White,441,95.0,all_cause
30-34 years,2021,Male,Black or African American,447,443.9,all_cause
30-34 years,2021,Male,White,1185,236.0,all_cause
30-34 years,2022,Female,Black or African American,159,178.3,all_cause
30-34 years,2022,Female,White,410,92.1,all_cause
30-34 years,2022,Male,Black or African American,401,394.3,all_cause
30-34 years,2022,Male,White,1148,235.7,all_cause
30-34 years,2023,Female,Black or African American,154,170.7,all_cause
30-34 years,2023,Female,White,363,83.7,all_cause
30-34 years,2023,Male,Black or African American,373,366.9,all_cause
30-34 years,2023,Male,White,975,208.0,all_cause
35-39 years,2018,Female,Black or African American,159,217.6,all_cause
35-39 years,2018,Female,White,461,103.1,all_cause
35-39 years,2018,Male,Black or African American,238,306.5,all_cause
35-39 years,2018,Male,White,877,180.8,all_cause
35-39 years,2019,Female,Black or African American,139,189.8,all_cause
35-39 years,2019,Female,White,458,101.8,all_cause
35-39 years,2019,Male,Black or African American,277,349.7,all_cause
35-39 years,2019,Male,White,927,189.6,all_cause
35-39 years,2020,Female,Black or African American,183,249.5,all_cause
35-39 years,2020,Female,White,535,119.1,all_cause
35-39 years,2020,Male,Black or African American,397,495.0,all_cause
35-39 years,2020,Male,White,1080,221.2,all_cause
35-39 years,2021,Female,Black or African American,209,280.3,all_cause
35-39 years,2021,Female,White,624,140.0,all_cause
35-39 years,2021,Male,Black or African American,464,556.9,all_cause
35-39 years,2021,Male,White,1285,261.6,all_cause
35-39 years,2022,Female,Black or African American,200,267.5,all_cause
35-39 years,2022,Female,White,502,116.0,all_cause
35-39 years,2022,Male,Black or African American,382,456.0,all_cause
35-39 years,2022,Male,White,1208,250.8,all_cause
35-39 years,2023,Female,Black or African American,171,221.1,all_cause
35-39 years,2023,Female,White,490,113.1,all_cause
35-39 years,2023,Male,Black or African American,399,463.6,all_cause
35-39 years,2023,Male,White,1132,238.1,all_cause
40-44 years,2018,Female,Black or African American,179,266.4,all_cause
40-44 years,2018,Female,White,492,123.9,all_cause
40-44 years,2018,Male,Black or African American,287,420.8,all_cause
40-44 years,2018,Male,White,920,215.8,all_cause
40-44 years,2019,Female,Black or African American,191,282.1,all_cause
40-44 years,2019,Female,White,524,131.4,all_cause
40-44 years,2019,Male,Black or African American,302,434.6,all_cause
40-44 years,2019,Male,White,959,223.5,all_cause
40-44 years,2020,Female,Black or African American,199,288.8,all_cause
40-44 years,2020,Female,White,655,162.5,all_cause
40-44 years,2020,Male,Black or African American,427,597.6,all_cause
40-44 years,2020,Male,White,1215,280.0,all_cause
40-44 years,2021,Female,Black or African American,273,391.7,all_cause
40-44 years,2021,Female,White,757,185.0,all_cause
40-44 years,2021,Male,Black or African American,465,622.3,all_cause
40-44 years,2021,Male,White,1488,331.8,all_cause
40-44 years,2022,Female,Black or African American,257,370.3,all_cause
40-44 years,2022,Female,White,615,151.2,all_cause
40-44 years,2022,Male,Black or African American,419,557.4,all_cause
40-44 years,2022,Male,White,1376,305.1,all_cause
40-44 years,2023,Female,Black or African American,244,348.2,all_cause
40-44 years,2023,Female,White,652,157.6,all_cause
40-44 years,2023,Male,Black or African American,417,544.8,all_cause
40-44 years,2023,Male,White,1362,299.7,all_cause
45-49 years,2018,Female,Black or African American,269,371.6,all_cause
45-49 years,2018,Female,White,1006,222.0,all_cause
45-49 years,2018,Male,Black or African American,397,543.7,all_cause
45-49 years,2018,Male,White,1571,329.7,all_cause
45-49 years,2019,Female,Black or African American,263,376.0,all_cause
45-49 years,2019,Female,White,909,211.6,all_cause
45-49 years,2019,Male,Black or African American,399,564.4,all_cause
45-49 years,2019,Male,White,1507,331.5,all_cause
45-49 years,2020,Female,Black or African American,323,481.6,all_cause
45-49 years,2020,Female,White,949,234.4,all_cause
45-49 years,2020,Male,Black or African American,548,802.6,all_cause
45-49 years,2020,Male,White,1567,363.8,all_cause
45-49 years,2021,Female,Black or African American,312,480.4,all_cause
45-49 years,2021,Female,White,1010,263.6,all_cause
45-49 years,2021,Male,Black or African American,543,800.4,all_cause
45-49 years,2021,Male,White,1799,432.1,all_cause
45-49 years,2022,Female,Black or African American,340,531.5,all_cause
45-49 years,2022,Female,White,896,242.8,all_cause
45-49 years,2022,Male,Black or African American,494,735.6,all_cause
45-49 years,2022,Male,White,1594,392.0,all_cause
45-49 years,2023,Female,Black or African American,300,461.8,all_cause
45-49 years,2023,Female,White,801,216.2,all_cause
45-49 years,2023,Male,Black or African American,447,664.1,all_cause
45-49 years,2023,Male,White,1440,357.4,all_cause
50-54 years,2018,Female,Black or African American,445,571.3,all_cause
50-54 years,2018,Female,White,1602,319.7,all_cause
50-54 years,2018,Male,Black or African American,628,818.5,all_cause
50-54 years,2018,Male,White,2623,509.0,all_cause
50-54 years,2019,Female,Black or African American,408,540.9,all_cause
50-54 years,2019,Female,White,1489,310.4,all_cause
50-54 years,2019,Male,Black or African American,613,823.3,all_cause
50-54 years,2019,Male,White,2541,514.1,all_cause
50-54 years,2020,Female,Black or African American,511,691.3,all_cause
50-54 years,2020,Female,White,1619,346.3,all_cause
50-54 years,2020,Male,Black or African American,785,1070.0,all_cause
50-54 years,2020,Male,White,2780,574.9,all_cause
50-54 years,2021,Female,Black or African American,546,751.2,all_cause
50-54 years,2021,Female,White,1667,364.8,all_cause
50-54 years,2021,Male,Black or African American,862,1162.5,all_cause
50-54 years,2021,Male,White,3059,628.7,all_cause
50-54 years,2022,Female,Black or African American,439,624.7,all_cause
50-54 years,2022,Female,White,1460,335.6,all_cause
50-54 years,2022,Male,Black or African American,702,963.8,all_cause
50-54 years,2022,Male,White,2704,574.9,all_cause
50-54 years,2023,Female,Black or African American,371,537.1,all_cause
50-54 years,2023,Female,White,1300,309.7,all_cause
50-54 years,2023,Male,Black or African American,617,870.1,all_cause
50-54 years,2023,Male,White,2339,519.9,all_cause
55-59 years,2018,Female,Black or African American,694,841.9,all_cause
55-59 years,2018,Female,White,2776,475.7,all_cause
55-59 years,2018,Male,Black or African American,1029,1307.7,all_cause
55-59 years,2018,Male,White,4755,808.3,all_cause
55-59 years,2019,Female,Black or African American,650,795.1,all_cause
55-59 years,2019,Female,White,2689,474.0,all_cause
55-59 years,2019,Male,Black or African American,1020,1304.1,all_cause
55-59 years,2019,Male,White,4583,800.4,all_cause
55-59 years,2020,Female,Black or African American,771,962.1,all_cause
55-59 years,2020,Female,White,2744,505.0,all_cause
55-59 years,2020,Male,Black or African American,1250,1634.3,all_cause
55-59 years,2020,Male,White,4893,891.3,all_cause
55-59 years,2021,Female,Black or African American,801,1026.2,all_cause
55-59 years,2021,Female,White,2733,532.8,all_cause
55-59 years,2021,Male,Black or African American,1308,1713.8,all_cause
55-59 years,2021,Male,White,5239,985.2,all_cause
55-59 years,2022,Female,Black or African American,689,922.1,all_cause
55-59 years,2022,Female,White,2469,516.3,all_cause
55-59 years,2022,Male,Black or African American,1058,1434.2,all_cause
55-59 years,2022,Male,White,4380,873.1,all_cause
55-59 years,2023,Female,Black or African American,602,821.4,all_cause
55-59 years,2023,Female,White,2245,490.5,all_cause
55-59 years,2023,Male,Black or African American,953,1322.8,all_cause
55-59 years,2023,Male,White,3889,814.2,all_cause
60-64 years ,2018,Female,Black or African American,911,1274.5,all_cause
60-64 years ,2018,Female,White,3965,687.9,all_cause
60-64 years ,2018,Male,Black or African American,1348,2070.8,all_cause
60-64 years ,2018,Male,White,6597,1173.2,all_cause
60-64 years ,2019,Female,Black or African American,933,1274.5,all_cause
60-64 years ,2019,Female,White,3999,703.9,all_cause
60-64 years ,2019,Male,Black or African American,1308,1956.8,all_cause
60-64 years ,2019,Male,White,6554,1175.7,all_cause
60-64 years ,2020,Female,Black or African American,1140,1524.6,all_cause
60-64 years ,2020,Female,White,4221,753.2,all_cause
60-64 years ,2020,Male,Black or African American,1676,2446.0,all_cause
60-64 years ,2020,Male,White,7303,1320.7,all_cause
60-64 years ,2021,Female,Black or African American,1179,1568.4,all_cause
60-64 years ,2021,Female,White,4546,830.3,all_cause
60-64 years ,2021,Male,Black or African American,1733,2446.5,all_cause
60-64 years ,2021,Male,White,7764,1394.6,all_cause
60-64 years ,2022,Female,Black or African American,1048,1413.0,all_cause
60-64 years ,2022,Female,White,4121,779.4,all_cause
60-64 years ,2022,Male,Black or African American,1509,2135.5,all_cause
60-64 years ,2022,Male,White,6928,1281.4,all_cause
60-64 years ,2023,Female,Black or African American,890,1186.6,all_cause
60-64 years ,2023,Female,White,3815,733.0,all_cause
60-64 years ,2023,Male,Black or African American,1401,1973.8,all_cause
60-64 years ,2023,Male,White,6458,1220.4,all_cause
65-69 years,2018,Female,Black or African American,1004,1776.5,all_cause
65-69 years,2018,Female,White,5196,1007.8,all_cause
65-69 years,2018,Male,Black or African American,1372,2942.9,all_cause
65-69 years,2018,Male,White,8030,1673.6,all_cause
65-69 years,2019,Female,Black or African American,1000,1735.6,all_cause
65-69 years,2019,Female,White,5073,978.5,all_cause
65-69 years,2019,Male,Black or African American,1386,2889.3,all_cause
65-69 years,2019,Male,White,7862,1628.2,all_cause
65-69 years,2020,Female,Black or African American,1198,2034.7,all_cause
65-69 years,2020,Female,White,5603,1083.6,all_cause
65-69 years,2020,Male,Black or African American,1698,3450.4,all_cause
65-69 years,2020,Male,White,8849,1837.8,all_cause
65-69 years,2021,Female,Black or African American,1256,2100.9,all_cause
65-69 years,2021,Female,White,5685,1113.0,all_cause
65-69 years,2021,Male,Black or African American,1802,3476.6,all_cause
65-69 years,2021,Male,White,9237,1890.4,all_cause
65-69 years,2022,Female,Black or African American,1222,2012.5,all_cause
65-69 years,2022,Female,White,5631,1120.0,all_cause
65-69 years,2022,Male,Black or African American,1768,3326.0,all_cause
65-69 years,2022,Male,White,8811,1820.0,all_cause
65-69 years,2023,Female,Black or African American,1117,1761.5,all_cause
65-69 years,2023,Female,White,5170,1021.4,all_cause
65-69 years,2023,Male,Black or African American,1608,2874.9,all_cause
65-69 years,2023,Male,White,8434,1720.5,all_cause
70-74 years,2018,Female,Black or African American,954,2315.1,all_cause
70-74 years,2018,Female,White,6887,1584.1,all_cause
70-74 years,2018,Male,Black or African American,1207,3846.2,all_cause
70-74 years,2018,Male,White,9297,2376.0,all_cause
70-74 years,2019,Female,Black or African American,948,2190.5,all_cause
70-74 years,2019,Female,White,6919,1542.3,all_cause
70-74 years,2019,Male,Black or African American,1260,3823.4,all_cause
70-74 years,2019,Male,White,9438,2337.3,all_cause
70-74 years,2020,Female,Black or African American,1234,2696.3,all_cause
70-74 years,2020,Female,White,7515,1643.7,all_cause
70-74 years,2020,Male,Black or African American,1563,4460.4,all_cause
70-74 years,2020,Male,White,10733,2615.6,all_cause
70-74 years,2021,Female,Black or African American,1325,2805.3,all_cause
70-74 years,2021,Female,White,8122,1763.2,all_cause
70-74 years,2021,Male,Black or African American,1644,4483.7,all_cause
70-74 years,2021,Male,White,11178,2665.4,all_cause
70-74 years,2022,Female,Black or African American,1302,2738.7,all_cause
70-74 years,2022,Female,White,7531,1684.3,all_cause
70-74 years,2022,Male,Black or African American,1583,4322.7,all_cause
70-74 years,2022,Male,White,10627,2626.8,all_cause
70-74 years,2023,Female,Black or African American,1249,2551.2,all_cause
70-74 years,2023,Female,White,7294,1617.1,all_cause
70-74 years,2023,Male,Black or African American,1552,4067.8,all_cause
70-74 years,2023,Male,White,9873,2413.1,all_cause
75-79 years,2018,Female,Black or African American,1058,3505.1,all_cause
75-79 years,2018,Female,White,8171,2659.8,all_cause
75-79 years,2018,Male,Black or African American,1079,5082.4,all_cause
75-79 years,2018,Male,White,9861,3792.2,all_cause
75-79 years,2019,Female,Black or African American,1014,3256.1,all_cause
75-79 years,2019,Female,White,8228,2576.6,all_cause
75-79 years,2019,Male,Black or African American,1120,5186.4,all_cause
75-79 years,2019,Male,White,10089,3731.2,all_cause
75-79 years,2020,Female,Black or African American,1275,4067.9,all_cause
75-79 years,2020,Female,White,9250,2812.1,all_cause
75-79 years,2020,Male,Black or African American,1296,5933.0,all_cause
75-79 years,2020,Male,White,11569,4152.9,all_cause
75-79 years,2021,Female,Black or African American,1220,4018.0,all_cause
75-79 years,2021,Female,White,9433,2938.1,all_cause
75-79 years,2021,Male,Black or African American,1337,6246.8,all_cause
75-79 years,2021,Male,White,12002,4350.3,all_cause
75-79 years,2022,Female,Black or African American,1297,4025.1,all_cause
75-79 years,2022,Female,White,10023,2839.2,all_cause
75-79 years,2022,Male,Black or African American,1338,5862.0,all_cause
75-79 years,2022,Male,White,12321,4061.4,all_cause
75-79 years,2023,Female,Black or African American,1205,3537.3,all_cause
75-79 years,2023,Female,White,9633,2636.5,all_cause
75-79 years,2023,Male,Black or African American,1275,5274.0,all_cause
75-79 years,2023,Male,White,11942,3774.2,all_cause
80-84 years,2018,Female,Black or African American,1128,5388.6,all_cause
80-84 years,2018,Female,White,10321,4812.6,all_cause
80-84 years,2018,Male,Black or African American,1122,7977.8,all_cause
80-84 years,2018,Male,White,10781,6446.0,all_cause
80-84 years,2019,Female,Black or African American,1128,5186.0,all_cause
80-84 years,2019,Female,White,10363,4743.0,all_cause
80-84 years,2019,Male,Black or African American,1136,7773.9,all_cause
80-84 years,2019,Male,White,10789,6312.7,all_cause
80-84 years,2020,Female,Black or African American,1370,6149.8,all_cause
80-84 years,2020,Female,White,11095,5028.2,all_cause
80-84 years,2020,Male,Black or African American,1250,8515.6,all_cause
80-84 years,2020,Male,White,11877,6873.8,all_cause
80-84 years,2021,Female,Black or African American,1372,6457.4,all_cause
80-84 years,2021,Female,White,11177,5301.2,all_cause
80-84 years,2021,Male,Black or African American,1218,8833.1,all_cause
80-84 years,2021,Male,White,12078,7257.1,all_cause
80-84 years,2022,Female,Black or African American,1261,5669.5,all_cause
80-84 years,2022,Female,White,11572,5124.7,all_cause
80-84 years,2022,Male,Black or African American,1171,8380.4,all_cause
80-84 years,2022,Male,White,12536,7137.5,all_cause
80-84 years,2023,Female,Black or African American,1276,5646.3,all_cause
80-84 years,2023,Female,White,11449,4865.7,all_cause
80-84 years,2023,Male,Black or African American,1104,7750.6,all_cause
80-84 years,2023,Male,White,12050,6468.9,all_cause
85-89 years,2018,Female,Black or African American,1035,Not Applicable,all_cause
85-89 years,2018,Female,White,13123,Not Applicable,all_cause
85-89 years,2018,Male,Black or African American,796,Not Applicable,all_cause
85-89 years,2018,Male,White,11786,Not Applicable,all_cause
85-89 years,2019,Female,Black or African American,1055,Not Applicable,all_cause
85-89 years,2019,Female,White,12827,Not Applicable,all_cause
85-89 years,2019,Male,Black or African American,853,Not Applicable,all_cause
85-89 years,2019,Male,White,11546,Not Applicable,all_cause
85-89 years,2020,Female,Black or African American,1287,Not Applicable,all_cause
85-89 years,2020,Female,White,13586,Not Applicable,all_cause
85-89 years,2020,Male,Black or African American,977,Not Applicable,all_cause
85-89 years,2020,Male,White,12412,Not Applicable,all_cause
85-89 years,2021,Female,Black or African American,1241,Not Applicable,all_cause
85-89 years,2021,Female,White,13066,Not Applicable,all_cause
85-89 years,2021,Male,Black or African American,999,Not Applicable,all_cause
85-89 years,2021,Male,White,12183,Not Applicable,all_cause
85-89 years,2022,Female,Black or African American,1287,Not Applicable,all_cause
85-89 years,2022,Female,White,13356,Not Applicable,all_cause
85-89 years,2022,Male,Black or African American,1018,Not Applicable,all_cause
85-89 years,2022,Male,White,12131,Not Applicable,all_cause
85-89 years,2023,Female,Black or African American,1195,Not Applicable,all_cause
85-89 years,2023,Female,White,12547,Not Applicable,all_cause
85-89 years,2023,Male,Black or African American,914,Not Applicable,all_cause
85-89 years,2023,Male,White,11618,Not Applicable,all_cause
90-94 years,2018,Female,Black or African American,840,Not Applicable,all_cause
90-94 years,2018,Female,White,14094,Not Applicable,all_cause
90-94 years,2018,Male,Black or African American,470,Not Applicable,all_cause
90-94 years,2018,Male,White,8891,Not Applicable,all_cause
90-94 years,2019,Female,Black or African American,850,Not Applicable,all_cause
90-94 years,2019,Female,White,13582,Not Applicable,all_cause
90-94 years,2019,Male,Black or African American,454,Not Applicable,all_cause
90-94 years,2019,Male,White,9020,Not Applicable,all_cause
90-94 years,2020,Female,Black or African American,1019,Not Applicable,all_cause
90-94 years,2020,Female,White,13960,Not Applicable,all_cause
90-94 years,2020,Male,Black or African American,583,Not Applicable,all_cause
90-94 years,2020,Male,White,9662,Not Applicable,all_cause
90-94 years,2021,Female,Black or African American,1002,Not Applicable,all_cause
90-94 years,2021,Female,White,13441,Not Applicable,all_cause
90-94 years,2021,Male,Black or African American,504,Not Applicable,all_cause
90-94 years,2021,Male,White,9593,Not Applicable,all_cause
90-94 years,2022,Female,Black or African American,923,Not Applicable,all_cause
90-94 years,2022,Female,White,13277,Not Applicable,all_cause
90-94 years,2022,Male,Black or African American,555,Not Applicable,all_cause
90-94 years,2022,Male,White,9601,Not Applicable,all_cause
90-94 years,2023,Female,Black or African American,865,Not Applicable,all_cause
90-94 years,2023,Female,White,12384,Not Applicable,all_cause
90-94 years,2023,Male,Black or African American,494,Not Applicable,all_cause
90-94 years,2023,Male,White,8993,Not Applicable,all_cause
95-99 years,2018,Female,Black or African American,446,Not Applicable,all_cause
95-99 years,2018,Female,White,7954,Not Applicable,all_cause
95-99 years,2018,Male,Black or African American,171,Not Applicable,all_cause
95-99 years,2018,Male,White,3778,Not Applicable,all_cause
95-99 years,2019,Female,Black or African American,452,Not Applicable,all_cause
95-99 years,2019,Female,White,8036,Not Applicable,all_cause
95-99 years,2019,Male,Black or African American,178,Not Applicable,all_cause
95-99 years,2019,Male,White,3766,Not Applicable,all_cause
95-99 years,2020,Female,Black or African American,574,Not Applicable,all_cause
95-99 years,2020,Female,White,8565,Not Applicable,all_cause
95-99 years,2020,Male,Black or African American,223,Not Applicable,all_cause
95-99 years,2020,Male,White,4198,Not Applicable,all_cause
95-99 years,2021,Female,Black or African American,526,Not Applicable,all_cause
95-99 years,2021,Female,White,8363,Not Applicable,all_cause
95-99 years,2021,Male,Black or African American,170,Not Applicable,all_cause
95-99 years,2021,Male,White,3919,Not Applicable,all_cause
95-99 years,2022,Female,Black or African American,534,Not Applicable,all_cause
95-99 years,2022,Female,White,8453,Not Applicable,all_cause
95-99 years,2022,Male,Black or African American,216,Not Applicable,all_cause
95-99 years,2022,Male,White,4049,Not Applicable,all_cause
95-99 years,2023,Female,Black or African American,472,Not Applicable,all_cause
95-99 years,2023,Female,White,7853,Not Applicable,all_cause
95-99 years,2023,Male,Black or African American,166,Not Applicable,all_cause
95-99 years,2023,Male,White,3625,Not Applicable,all_cause
100+ years,2018,Female,Black or African American,165,Not Applicable,all_cause
100+ years,2018,Female,White,1932,Not Applicable,all_cause
100+ years,2018,Male,Black or African American,29,Not Applicable,all_cause
