"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code","Race","Race Code",Deaths,Population,Crude Rate
,"20-24 years","20-24","2000","2000","Male","M","Black or African American","2054-5",51,81576,62.5
,"20-24 years","20-24","2000","2000","Male","M","White","2106-3",134,455393,29.4
,"20-24 years","20-24","2001","2001","Female","F","Black or African American","2054-5",28,82128,34.1
,"20-24 years","20-24","2001","2001","Female","F","White","2106-3",92,454736,20.2
,"20-24 years","20-24","2001","2001","Male","M","Black or African American","2054-5",40,85657,46.7
,"20-24 years","20-24","2001","2001","Male","M","White","2106-3",159,481743,33.0
,"20-24 years","20-24","2002","2002","Female","F","Black or African American","2054-5",29,83552,34.7
,"20-24 years","20-24","2002","2002","Female","F","White","2106-3",65,465698,14.0
,"20-24 years","20-24","2002","2002","Male","M","Black or African American","2054-5",43,87604,49.1
,"20-24 years","20-24","2002","2002","Male","M","White","2106-3",109,491070,22.2
,"20-24 years","20-24","2003","2003","Female","F","Black or African American","2054-5",32,84392,37.9
,"20-24 years","20-24","2003","2003","Female","F","White","2106-3",78,473605,16.5
,"20-24 years","20-24","2003","2003","Male","M","Black or African American","2054-5",37,87741,42.2
,"20-24 years","20-24","2003","2003","Male","M","White","2106-3",107,489737,21.8
,"20-24 years","20-24","2004","2004","Female","F","Black or African American","2054-5",28,84445,33.2
,"20-24 years","20-24","2004","2004","Female","F","White","2106-3",72,475637,15.1
,"20-24 years","20-24","2004","2004","Male","M","Black or African American","2054-5",33,89363,36.9
,"20-24 years","20-24","2004","2004","Male","M","White","2106-3",130,497681,26.1
,"20-24 years","20-24","2005","2005","Female","F","Black or African American","2054-5",23,84039,27.4
,"20-24 years","20-24","2005","2005","Female","F","White","2106-3",81,471736,17.2
,"20-24 years","20-24","2005","2005","Male","M","Black or African American","2054-5",42,90931,46.2
,"20-24 years","20-24","2005","2005","Male","M","White","2106-3",141,503706,28.0
,"20-24 years","20-24","2006","2006","Female","F","Black or African American","2054-5",40,84898,47.1
,"20-24 years","20-24","2006","2006","Female","F","White","2106-3",89,465815,19.1
,"20-24 years","20-24","2006","2006","Male","M","Black or African American","2054-5",35,91804,38.1
,"20-24 years","20-24","2006","2006","Male","M","White","2106-3",107,501186,21.3
,"20-24 years","20-24","2007","2007","Female","F","Black or African American","2054-5",32,85698,37.3
,"20-24 years","20-24","2007","2007","Female","F","White","2106-3",68,465442,14.6
,"20-24 years","20-24","2007","2007","Male","M","Black or African American","2054-5",41,92871,44.1
,"20-24 years","20-24","2007","2007","Male","M","White","2106-3",118,505074,23.4
,"20-24 years","20-24","2008","2008","Female","F","Black or African American","2054-5",34,87671,38.8
,"20-24 years","20-24","2008","2008","Female","F","White","2106-3",60,465051,12.9
,"20-24 years","20-24","2008","2008","Male","M","Black or African American","2054-5",47,94003,50.0
,"20-24 years","20-24","2008","2008","Male","M","White","2106-3",120,503998,23.8
,"20-24 years","20-24","2009","2009","Female","F","Black or African American","2054-5",31,90292,34.3
,"20-24 years","20-24","2009","2009","Female","F","White","2106-3",70,465433,15.0
,"20-24 years","20-24","2009","2009","Male","M","Black or African American","2054-5",39,95816,40.7
,"20-24 years","20-24","2009","2009","Male","M","White","2106-3",133,504641,26.4
,"20-24 years","20-24","2010","2010","Female","F","Black or African American","2054-5",23,92547,24.9
,"20-24 years","20-24","2010","2010","Female","F","White","2106-3",69,464787,14.8
,"20-24 years","20-24","2010","2010","Male","M","Black or African American","2054-5",36,97568,36.9
,"20-24 years","20-24","2010","2010","Male","M","White","2106-3",154,504159,30.5
,"20-24 years","20-24","2011","2011","Female","F","Black or African American","2054-5",28,97731,28.7
,"20-24 years","20-24","2011","2011","Female","F","White","2106-3",67,474883,14.1
,"20-24 years","20-24","2011","2011","Male","M","Black or African American","2054-5",36,104082,34.6
,"20-24 years","20-24","2011","2011","Male","M","White","2106-3",115,513984,22.4
,"20-24 years","20-24","2012","2012","Female","F","Black or African American","2054-5",30,100851,29.7
,"20-24 years","20-24","2012","2012","Female","F","White","2106-3",66,476602,13.8
,"20-24 years","20-24","2012","2012","Male","M","Black or African American","2054-5",43,107850,39.9
,"20-24 years","20-24","2012","2012","Male","M","White","2106-3",112,515994,21.7
,"20-24 years","20-24","2013","2013","Female","F","Black or African American","2054-5",26,101267,25.7
,"20-24 years","20-24","2013","2013","Female","F","White","2106-3",58,467462,12.4
,"20-24 years","20-24","2013","2013","Male","M","Black or African American","2054-5",37,108940,34.0
,"20-24 years","20-24","2013","2013","Male","M","White","2106-3",99,508760,19.5
,"20-24 years","20-24","2014","2014","Female","F","Black or African American","2054-5",33,101106,32.6
,"20-24 years","20-24","2014","2014","Female","F","White","2106-3",64,455264,14.1
,"20-24 years","20-24","2014","2014","Male","M","Black or African American","2054-5",43,110396,39.0
,"20-24 years","20-24","2014","2014","Male","M","White","2106-3",102,498771,20.5
,"20-24 years","20-24","2015","2015","Female","F","Black or African American","2054-5",26,97922,26.6
,"20-24 years","20-24","2015","2015","Female","F","White","2106-3",62,436788,14.2
,"20-24 years","20-24","2015","2015","Male","M","Black or African American","2054-5",33,109089,30.3
,"20-24 years","20-24","2015","2015","Male","M","White","2106-3",100,483006,20.7
,"20-24 years","20-24","2016","2016","Female","F","Black or African American","2054-5",24,92975,25.8
,"20-24 years","20-24","2016","2016","Female","F","White","2106-3",56,416039,13.5
,"20-24 years","20-24","2016","2016","Male","M","Black or African American","2054-5",38,104443,36.4
,"20-24 years","20-24","2016","2016","Male","M","White","2106-3",83,463658,17.9
,"20-24 years","20-24","2017","2017","Female","F","Black or African American","2054-5",29,90143,32.2
,"20-24 years","20-24","2017","2017","Female","F","White","2106-3",48,402717,11.9
,"20-24 years","20-24","2017","2017","Male","M","Black or African American","2054-5",30,101209,29.6
,"20-24 years","20-24","2017","2017","Male","M","White","2106-3",97,445513,21.8
,"25-29 years","25-29","1999","1999","Female","F","Black or African American","2054-5",39,83107,46.9
,"25-29 years","25-29","1999","1999","Female","F","White","2106-3",122,495743,24.6
,"25-29 years","25-29","1999","1999","Male","M","Black or African American","2054-5",60,81895,73.3
,"25-29 years","25-29","1999","1999","Male","M","White","2106-3",177,517676,34.2
,"25-29 years","25-29","2000","2000","Female","F","Black or African American","2054-5",46,81564,56.4
,"25-29 years","25-29","2000","2000","Female","F","White","2106-3",121,479018,25.3
,"25-29 years","25-29","2000","2000","Male","M","Black or African American","2054-5",53,80698,65.7
,"25-29 years","25-29","2000","2000","Male","M","White","2106-3",191,501861,38.1
,"25-29 years","25-29","2001","2001","Female","F","Black or African American","2054-5",53,77980,68.0
,"25-29 years","25-29","2001","2001","Female","F","White","2106-3",123,452882,27.2
,"25-29 years","25-29","2001","2001","Male","M","Black or African American","2054-5",72,77095,93.4
,"25-29 years","25-29","2001","2001","Male","M","White","2106-3",230,478598,48.1
,"25-29 years","25-29","2002","2002","Female","F","Black or African American","2054-5",36,76943,46.8
,"25-29 years","25-29","2002","2002","Female","F","White","2106-3",90,443804,20.3
,"25-29 years","25-29","2002","2002","Male","M","Black or African American","2054-5",57,75667,75.3
,"25-29 years","25-29","2002","2002","Male","M","White","2106-3",155,468589,33.1
,"25-29 years","25-29","2003","2003","Female","F","Black or African American","2054-5",39,77111,50.6
,"25-29 years","25-29","2003","2003","Female","F","White","2106-3",110,443886,24.8
,"25-29 years","25-29","2003","2003","Male","M","Black or African American","2054-5",49,75125,65.2
,"25-29 years","25-29","2003","2003","Male","M","White","2106-3",161,465259,34.6
,"25-29 years","25-29","2004","2004","Female","F","Black or African American","2054-5",50,78805,63.4
,"25-29 years","25-29","2004","2004","Female","F","White","2106-3",90,451987,19.9
,"25-29 years","25-29","2004","2004","Male","M","Black or African American","2054-5",56,76455,73.2
,"25-29 years","25-29","2004","2004","Male","M","White","2106-3",145,471896,30.7
,"25-29 years","25-29","2005","2005","Female","F","Black or African American","2054-5",55,80361,68.4
,"25-29 years","25-29","2005","2005","Female","F","White","2106-3",103,460650,22.4
,"25-29 years","25-29","2005","2005","Male","M","Black or African American","2054-5",60,77880,77.0
,"25-29 years","25-29","2005","2005","Male","M","White","2106-3",143,478282,29.9
,"25-29 years","25-29","2006","2006","Female","F","Black or African American","2054-5",37,81449,45.4
,"25-29 years","25-29","2006","2006","Female","F","White","2106-3",113,475937,23.7
,"25-29 years","25-29","2006","2006","Male","M","Black or African American","2054-5",62,79913,77.6
,"25-29 years","25-29","2006","2006","Male","M","White","2106-3",164,490367,33.4
,"25-29 years","25-29","2007","2007","Female","F","Black or African American","2054-5",70,81682,85.7
,"25-29 years","25-29","2007","2007","Female","F","White","2106-3",96,479241,20.0
,"25-29 years","25-29","2007","2007","Male","M","Black or African American","2054-5",51,81256,62.8
,"25-29 years","25-29","2007","2007","Male","M","White","2106-3",166,496400,33.4
,"25-29 years","25-29","2008","2008","Female","F","Black or African American","2054-5",51,82362,61.9
,"25-29 years","25-29","2008","2008","Female","F","White","2106-3",99,484571,20.4
,"25-29 years","25-29","2008","2008","Male","M","Black or African American","2054-5",39,82802,47.1
,"25-29 years","25-29","2008","2008","Male","M","White","2106-3",164,506778,32.4
,"25-29 years","25-29","2009","2009","Female","F","Black or African American","2054-5",47,81882,57.4
,"25-29 years","25-29","2009","2009","Female","F","White","2106-3",95,483863,19.6
,"25-29 years","25-29","2009","2009","Male","M","Black or African American","2054-5",61,83768,72.8
,"25-29 years","25-29","2009","2009","Male","M","White","2106-3",165,512689,32.2
,"25-29 years","25-29","2010","2010","Female","F","Black or African American","2054-5",37,81737,45.3
,"25-29 years","25-29","2010","2010","Female","F","White","2106-3",105,481820,21.8
,"25-29 years","25-29","2010","2010","Male","M","Black or African American","2054-5",48,84402,56.9
,"25-29 years","25-29","2010","2010","Male","M","White","2106-3",156,513800,30.4
,"25-29 years","25-29","2011","2011","Female","F","Black or African American","2054-5",43,83519,51.5
,"25-29 years","25-29","2011","2011","Female","F","White","2106-3",103,482609,21.3
,"25-29 years","25-29","2011","2011","Male","M","Black or African American","2054-5",44,86822,50.7
,"25-29 years","25-29","2011","2011","Male","M","White","2106-3",174,517232,33.6
,"25-29 years","25-29","2012","2012","Female","F","Black or African American","2054-5",38,84887,44.8
,"25-29 years","25-29","2012","2012","Female","F","White","2106-3",103,482818,21.3
,"25-29 years","25-29","2012","2012","Male","M","Black or African American","2054-5",43,88714,48.5
,"25-29 years","25-29","2012","2012","Male","M","White","2106-3",175,519735,33.7
,"25-29 years","25-29","2013","2013","Female","F","Black or African American","2054-5",37,87951,42.1
,"25-29 years","25-29","2013","2013","Female","F","White","2106-3",120,488810,24.5
,"25-29 years","25-29","2013","2013","Male","M","Black or African American","2054-5",50,92342,54.1
,"25-29 years","25-29","2013","2013","Male","M","White","2106-3",158,526325,30.0
,"25-29 years","25-29","2014","2014","Female","F","Black or African American","2054-5",46,92868,49.5
,"25-29 years","25-29","2014","2014","Female","F","White","2106-3",102,499474,20.4
,"25-29 years","25-29","2014","2014","Male","M","Black or African American","2054-5",49,98496,49.7
,"25-29 years","25-29","2014","2014","Male","M","White","2106-3",157,538045,29.2
,"25-29 years","25-29","2015","2015","Female","F","Black or African American","2054-5",51,97859,52.1
,"25-29 years","25-29","2015","2015","Female","F","White","2106-3",113,508562,22.2
,"25-29 years","25-29","2015","2015","Male","M","Black or African American","2054-5",52,104800,49.6
,"25-29 years","25-29","2015","2015","Male","M","White","2106-3",176,550272,32.0
,"25-29 years","25-29","2016","2016","Female","F","Black or African American","2054-5",44,100666,43.7
,"25-29 years","25-29","2016","2016","Female","F","White","2106-3",112,514680,21.8
,"25-29 years","25-29","2016","2016","Male","M","Black or African American","2054-5",68,108461,62.7
,"25-29 years","25-29","2016","2016","Male","M","White","2106-3",181,554048,32.7
,"25-29 years","25-29","2017","2017","Female","F","Black or African American","2054-5",53,103047,51.4
,"25-29 years","25-29","2017","2017","Female","F","White","2106-3",109,509333,21.4
,"25-29 years","25-29","2017","2017","Male","M","Black or African American","2054-5",53,112917,46.9
,"25-29 years","25-29","2017","2017","Male","M","White","2106-3",153,550941,27.8
,"30-34 years","30-34","1999","1999","Female","F","Black or African American","2054-5",75,94493,79.4
,"30-34 years","30-34","1999","1999","Female","F","White","2106-3",223,580844,38.4
,"30-34 years","30-34","1999","1999","Male","M","Black or African American","2054-5",99,94080,105.2
,"30-34 years","30-34","1999","1999","Male","M","White","2106-3",361,606405,59.5
,"30-34 years","30-34","2000","2000","Female","F","Black or African American","2054-5",67,91747,73.0
,"30-34 years","30-34","2000","2000","Female","F","White","2106-3",226,563325,40.1
,"30-34 years","30-34","2000","2000","Male","M","Black or African American","2054-5",118,91219,129.4
,"30-34 years","30-34","2000","2000","Male","M","White","2106-3",387,590356,65.6
,"30-34 years","30-34","2001","2001","Female","F","Black or African American","2054-5",89,90473,98.4
,"30-34 years","30-34","2001","2001","Female","F","White","2106-3",248,557522,44.5
,"30-34 years","30-34","2001","2001","Male","M","Black or African American","2054-5",116,89825,129.1
,"30-34 years","30-34","2001","2001","Male","M","White","2106-3",400,586075,68.3
,"30-34 years","30-34","2002","2002","Female","F","Black or African American","2054-5",93,88399,105.2
,"30-34 years","30-34","2002","2002","Female","F","White","2106-3",217,541343,40.1
,"30-34 years","30-34","2002","2002","Male","M","Black or African American","2054-5",115,88080,130.6
,"30-34 years","30-34","2002","2002","Male","M","White","2106-3",302,570768,52.9
,"30-34 years","30-34","2003","2003","Female","F","Black or African American","2054-5",75,85947,87.3
,"30-34 years","30-34","2003","2003","Female","F","White","2106-3",190,521197,36.5
,"30-34 years","30-34","2003","2003","Male","M","Black or African American","2054-5",94,85323,110.2
,"30-34 years","30-34","2003","2003","Male","M","White","2106-3",299,548331,54.5
,"30-34 years","30-34","2004","2004","Female","F","Black or African American","2054-5",91,83054,109.6
,"30-34 years","30-34","2004","2004","Female","F","White","2106-3",193,493900,39.1
,"30-34 years","30-34","2004","2004","Male","M","Black or African American","2054-5",95,82483,115.2
,"30-34 years","30-34","2004","2004","Male","M","White","2106-3",243,522670,46.5
,"30-34 years","30-34","2005","2005","Female","F","Black or African American","2054-5",59,78324,75.3
,"30-34 years","30-34","2005","2005","Female","F","White","2106-3",155,460053,33.7
,"30-34 years","30-34","2005","2005","Male","M","Black or African American","2054-5",94,78238,120.1
,"30-34 years","30-34","2005","2005","Male","M","White","2106-3",243,490228,49.6
,"30-34 years","30-34","2006","2006","Female","F","Black or African American","2054-5",68,74912,90.8
,"30-34 years","30-34","2006","2006","Female","F","White","2106-3",148,432159,34.2
,"30-34 years","30-34","2006","2006","Male","M","Black or African American","2054-5",79,75252,105.0
,"30-34 years","30-34","2006","2006","Male","M","White","2106-3",240,464104,51.7
,"30-34 years","30-34","2007","2007","Female","F","Black or African American","2054-5",74,73778,100.3
,"30-34 years","30-34","2007","2007","Female","F","White","2106-3",142,421061,33.7
,"30-34 years","30-34","2007","2007","Male","M","Black or African American","2054-5",86,74149,116.0
,"30-34 years","30-34","2007","2007","Male","M","White","2106-3",222,452712,49.0
,"30-34 years","30-34","2008","2008","Female","F","Black or African American","2054-5",70,73693,95.0
,"30-34 years","30-34","2008","2008","Female","F","White","2106-3",154,420432,36.6
,"30-34 years","30-34","2008","2008","Male","M","Black or African American","2054-5",82,74513,110.0
,"30-34 years","30-34","2008","2008","Male","M","White","2106-3",213,452424,47.1
,"30-34 years","30-34","2009","2009","Female","F","Black or African American","2054-5",62,75228,82.4
,"30-34 years","30-34","2009","2009","Female","F","White","2106-3",174,429780,40.5
,"30-34 years","30-34","2009","2009","Male","M","Black or African American","2054-5",80,75986,105.3
,"30-34 years","30-34","2009","2009","Male","M","White","2106-3",250,460693,54.3
,"30-34 years","30-34","2010","2010","Female","F","Black or African American","2054-5",63,76589,82.3
,"30-34 years","30-34","2010","2010","Female","F","White","2106-3",140,438147,32.0
,"30-34 years","30-34","2010","2010","Male","M","Black or African American","2054-5",52,77616,67.0
,"30-34 years","30-34","2010","2010","Male","M","White","2106-3",230,467414,49.2
,"30-34 years","30-34","2011","2011","Female","F","Black or African American","2054-5",67,78093,85.8
,"30-34 years","30-34","2011","2011","Female","F","White","2106-3",150,451385,33.2
,"30-34 years","30-34","2011","2011","Male","M","Black or African American","2054-5",85,80027,106.2
,"30-34 years","30-34","2011","2011","Male","M","White","2106-3",238,482801,49.3
,"30-34 years","30-34","2012","2012","Female","F","Black or African American","2054-5",65,79385,81.9
,"30-34 years","30-34","2012","2012","Female","F","White","2106-3",159,462737,34.4
,"30-34 years","30-34","2012","2012","Male","M","Black or African American","2054-5",61,81830,74.5
,"30-34 years","30-34","2012","2012","Male","M","White","2106-3",194,495771,39.1
,"30-34 years","30-34","2013","2013","Female","F","Black or African American","2054-5",59,80272,73.5
,"30-34 years","30-34","2013","2013","Female","F","White","2106-3",144,473310,30.4
,"30-34 years","30-34","2013","2013","Male","M","Black or African American","2054-5",92,83336,110.4
,"30-34 years","30-34","2013","2013","Male","M","White","2106-3",201,509163,39.5
,"30-34 years","30-34","2014","2014","Female","F","Black or African American","2054-5",64,81388,78.6
,"30-34 years","30-34","2014","2014","Female","F","White","2106-3",191,481205,39.7
,"30-34 years","30-34","2014","2014","Male","M","Black or African American","2054-5",92,85358,107.8
,"30-34 years","30-34","2014","2014","Male","M","White","2106-3",247,517299,47.7
,"30-34 years","30-34","2015","2015","Female","F","Black or African American","2054-5",72,82297,87.5
,"30-34 years","30-34","2015","2015","Female","F","White","2106-3",145,485234,29.9
,"30-34 years","30-34","2015","2015","Male","M","Black or African American","2054-5",88,87039,101.1
,"30-34 years","30-34","2015","2015","Male","M","White","2106-3",255,522082,48.8
,"30-34 years","30-34","2016","2016","Female","F","Black or African American","2054-5",72,83489,86.2
,"30-34 years","30-34","2016","2016","Female","F","White","2106-3",205,486879,42.1
,"30-34 years","30-34","2016","2016","Male","M","Black or African American","2054-5",94,88126,106.7
,"30-34 years","30-34","2016","2016","Male","M","White","2106-3",246,525747,46.8
,"30-34 years","30-34","2017","2017","Female","F","Black or African American","2054-5",62,85160,72.8
,"30-34 years","30-34","2017","2017","Female","F","White","2106-3",176,489530,36.0
,"30-34 years","30-34","2017","2017","Male","M","Black or African American","2054-5",94,91411,102.8
,"30-34 years","30-34","2017","2017","Male","M","White","2106-3",232,530742,43.7
,"35-39 years","35-39","1999","1999","Female","F","Black or African American","2054-5",176,103185,170.6
,"35-39 years","35-39","1999","1999","Female","F","White","2106-3",473,692340,68.3
,"35-39 years","35-39","1999","1999","Male","M","Black or African American","2054-5",197,101878,193.4
,"35-39 years","35-39","1999","1999","Male","M","White","2106-3",743,721168,103.0
,"35-39 years","35-39","2000","2000","Female","F","Black or African American","2054-5",158,102154,154.7
,"35-39 years","35-39","2000","2000","Female","F","White","2106-3",492,673816,73.0
,"35-39 years","35-39","2000","2000","Male","M","Black or African American","2054-5",207,100788,205.4
,"35-39 years","35-39","2000","2000","Male","M","White","2106-3",793,700696,113.2
,"35-39 years","35-39","2001","2001","Female","F","Black or African American","2054-5",155,99414,155.9
,"35-39 years","35-39","2001","2001","Female","F","White","2106-3",554,639166,86.7
,"35-39 years","35-39","2001","2001","Male","M","Black or African American","2054-5",199,98133,202.8
,"35-39 years","35-39","2001","2001","Male","M","White","2106-3",794,668054,118.9
,"35-39 years","35-39","2002","2002","Female","F","Black or African American","2054-5",157,96218,163.2
,"35-39 years","35-39","2002","2002","Female","F","White","2106-3",429,608907,70.5
,"35-39 years","35-39","2002","2002","Male","M","Black or African American","2054-5",207,94772,218.4
,"35-39 years","35-39","2002","2002","Male","M","White","2106-3",667,636915,104.7
,"35-39 years","35-39","2003","2003","Female","F","Black or African American","2054-5",141,93002,151.6
,"35-39 years","35-39","2003","2003","Female","F","White","2106-3",400,581368,68.8
,"35-39 years","35-39","2003","2003","Male","M","Black or African American","2054-5",191,91686,208.3
,"35-39 years","35-39","2003","2003","Male","M","White","2106-3",656,607925,107.9
,"35-39 years","35-39","2004","2004","Female","F","Black or African American","2054-5",134,89832,149.2
,"35-39 years","35-39","2004","2004","Female","F","White","2106-3",364,557000,65.4
,"35-39 years","35-39","2004","2004","Male","M","Black or African American","2054-5",181,88565,204.4
,"35-39 years","35-39","2004","2004","Male","M","White","2106-3",584,583340,100.1
,"35-39 years","35-39","2005","2005","Female","F","Black or African American","2054-5",155,88093,176.0
,"35-39 years","35-39","2005","2005","Female","F","White","2106-3",343,541817,63.3
,"35-39 years","35-39","2005","2005","Male","M","Black or African American","2054-5",167,86884,192.2
,"35-39 years","35-39","2005","2005","Male","M","White","2106-3",504,568489,88.7
,"35-39 years","35-39","2006","2006","Female","F","Black or African American","2054-5",120,86782,138.3
,"35-39 years","35-39","2006","2006","Female","F","White","2106-3",378,531702,71.1
,"35-39 years","35-39","2006","2006","Male","M","Black or African American","2054-5",159,85452,186.1
,"35-39 years","35-39","2006","2006","Male","M","White","2106-3",500,557541,89.7
,"35-39 years","35-39","2007","2007","Female","F","Black or African American","2054-5",116,84288,137.6
,"35-39 years","35-39","2007","2007","Female","F","White","2106-3",334,512533,65.2
,"35-39 years","35-39","2007","2007","Male","M","Black or African American","2054-5",142,83467,170.1
,"35-39 years","35-39","2007","2007","Male","M","White","2106-3",434,539150,80.5
,"35-39 years","35-39","2008","2008","Female","F","Black or African American","2054-5",93,81678,113.9
,"35-39 years","35-39","2008","2008","Female","F","White","2106-3",291,491896,59.2
,"35-39 years","35-39","2008","2008","Male","M","Black or African American","2054-5",132,81224,162.5
,"35-39 years","35-39","2008","2008","Male","M","White","2106-3",387,517603,74.8
,"35-39 years","35-39","2009","2009","Female","F","Black or African American","2054-5",88,79094,111.3
,"35-39 years","35-39","2009","2009","Female","F","White","2106-3",310,467490,66.3
,"35-39 years","35-39","2009","2009","Male","M","Black or African American","2054-5",114,78762,144.7
,"35-39 years","35-39","2009","2009","Male","M","White","2106-3",395,494733,79.8
,"35-39 years","35-39","2010","2010","Female","F","Black or African American","2054-5",99,76103,130.1
,"35-39 years","35-39","2010","2010","Female","F","White","2106-3",270,447172,60.4
,"35-39 years","35-39","2010","2010","Male","M","Black or African American","2054-5",96,75803,126.6
,"35-39 years","35-39","2010","2010","Male","M","White","2106-3",359,474176,75.7
,"35-39 years","35-39","2011","2011","Female","F","Black or African American","2054-5",105,72982,143.9
,"35-39 years","35-39","2011","2011","Female","F","White","2106-3",216,421979,51.2
,"35-39 years","35-39","2011","2011","Male","M","Black or African American","2054-5",109,72830,149.7
,"35-39 years","35-39","2011","2011","Male","M","White","2106-3",341,448874,76.0
,"35-39 years","35-39","2012","2012","Female","F","Black or African American","2054-5",92,72804,126.4
,"35-39 years","35-39","2012","2012","Female","F","White","2106-3",242,417512,58.0
,"35-39 years","35-39","2012","2012","Male","M","Black or African American","2054-5",95,72436,131.2
,"35-39 years","35-39","2012","2012","Male","M","White","2106-3",359,445539,80.6
,"35-39 years","35-39","2013","2013","Female","F","Black or African American","2054-5",98,73439,133.4
,"35-39 years","35-39","2013","2013","Female","F","White","2106-3",246,421151,58.4
,"35-39 years","35-39","2013","2013","Male","M","Black or African American","2054-5",120,73086,164.2
,"35-39 years","35-39","2013","2013","Male","M","White","2106-3",341,449590,75.8
,"35-39 years","35-39","2014","2014","Female","F","Black or African American","2054-5",105,74976,140.0
,"35-39 years","35-39","2014","2014","Female","F","White","2106-3",241,427817,56.3
,"35-39 years","35-39","2014","2014","Male","M","Black or African American","2054-5",111,75213,147.6
,"35-39 years","35-39","2014","2014","Male","M","White","2106-3",277,455992,60.7
,"35-39 years","35-39","2015","2015","Female","F","Black or African American","2054-5",110,76702,143.4
,"35-39 years","35-39","2015","2015","Female","F","White","2106-3",243,436990,55.6
,"35-39 years","35-39","2015","2015","Male","M","Black or African American","2054-5",124,77956,159.1
,"35-39 years","35-39","2015","2015","Male","M","White","2106-3",375,468134,80.1
,"35-39 years","35-39","2016","2016","Female","F","Black or African American","2054-5",84,77669,108.2
,"35-39 years","35-39","2016","2016","Female","F","White","2106-3",254,447138,56.8
,"35-39 years","35-39","2016","2016","Male","M","Black or African American","2054-5",124,79057,156.8
,"35-39 years","35-39","2016","2016","Male","M","White","2106-3",367,479749,76.5
,"35-39 years","35-39","2017","2017","Female","F","Black or African American","2054-5",101,79008,127.8
,"35-39 years","35-39","2017","2017","Female","F","White","2106-3",283,454753,62.2
,"35-39 years","35-39","2017","2017","Male","M","Black or African American","2054-5",128,81583,156.9
,"35-39 years","35-39","2017","2017","Male","M","White","2106-3",374,490770,76.2
,"40-44 years","40-44","1999","1999","Female","F","Black or African American","2054-5",256,93972,272.4
,"40-44 years","40-44","1999","1999","Female","F","White","2106-3",829,697834,118.8
,"40-44 years","40-44","1999","1999","Male","M","Black or African American","2054-5",363,91743,395.7
,"40-44 years","40-44","1999","1999","Male","M","White","2106-3",1339,721199,185.7
,"40-44 years","40-44","2000","2000","Female","F","Black or African American","2054-5",278,95863,290.0
,"40-44 years","40-44","2000","2000","Female","F","White","2106-3",939,699052,134.3
,"40-44 years","40-44","2000","2000","Male","M","Black or African American","2054-5",370,93956,393.8
,"40-44 years","40-44","2000","2000","Male","M","White","2106-3",1370,723976,189.2
,"40-44 years","40-44","2001","2001","Female","F","Black or African American","2054-5",255,97985,260.2
,"40-44 years","40-44","2001","2001","Female","F","White","2106-3",933,699068,133.5
,"40-44 years","40-44","2001","2001","Male","M","Black or African American","2054-5",358,95950,373.1
,"40-44 years","40-44","2001","2001","Male","M","White","2106-3",1514,724930,208.8
,"40-44 years","40-44","2002","2002","Female","F","Black or African American","2054-5",252,98703,255.3
,"40-44 years","40-44","2002","2002","Female","F","White","2106-3",888,689963,128.7
,"40-44 years","40-44","2002","2002","Male","M","Black or African American","2054-5",309,96906,318.9
,"40-44 years","40-44","2002","2002","Male","M","White","2106-3",1312,716178,183.2
,"40-44 years","40-44","2003","2003","Female","F","Black or African American","2054-5",257,98959,259.7
,"40-44 years","40-44","2003","2003","Female","F","White","2106-3",864,678989,127.2
,"40-44 years","40-44","2003","2003","Male","M","Black or African American","2054-5",328,97104,337.8
,"40-44 years","40-44","2003","2003","Male","M","White","2106-3",1254,703555,178.2
,"40-44 years","40-44","2004","2004","Female","F","Black or African American","2054-5",253,98774,256.1
,"40-44 years","40-44","2004","2004","Female","F","White","2106-3",779,666662,116.9
,"40-44 years","40-44","2004","2004","Male","M","Black or African American","2054-5",276,96986,284.6
,"40-44 years","40-44","2004","2004","Male","M","White","2106-3",1268,690205,183.7
,"40-44 years","40-44","2005","2005","Female","F","Black or African American","2054-5",246,96917,253.8
,"40-44 years","40-44","2005","2005","Female","F","White","2106-3",745,642144,116.0
,"40-44 years","40-44","2005","2005","Male","M","Black or African American","2054-5",297,95523,310.9
,"40-44 years","40-44","2005","2005","Male","M","White","2106-3",1198,663099,180.7
,"40-44 years","40-44","2006","2006","Female","F","Black or African American","2054-5",195,94347,206.7
,"40-44 years","40-44","2006","2006","Female","F","White","2106-3",721,607154,118.8
,"40-44 years","40-44","2006","2006","Male","M","Black or African American","2054-5",294,93250,315.3
,"40-44 years","40-44","2006","2006","Male","M","White","2106-3",1075,628720,171.0
,"40-44 years","40-44","2007","2007","Female","F","Black or African American","2054-5",192,90885,211.3
,"40-44 years","40-44","2007","2007","Female","F","White","2106-3",638,574302,111.1
,"40-44 years","40-44","2007","2007","Male","M","Black or African American","2054-5",239,90026,265.5
,"40-44 years","40-44","2007","2007","Male","M","White","2106-3",949,595072,159.5
,"40-44 years","40-44","2008","2008","Female","F","Black or African American","2054-5",191,87830,217.5
,"40-44 years","40-44","2008","2008","Female","F","White","2106-3",560,545680,102.6
,"40-44 years","40-44","2008","2008","Male","M","Black or African American","2054-5",248,87395,283.8
,"40-44 years","40-44","2008","2008","Male","M","White","2106-3",823,567220,145.1
,"40-44 years","40-44","2009","2009","Female","F","Black or African American","2054-5",201,84971,236.6
