"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code","Race","Race Code",Deaths,Population,Crude Rate
,"40-44 years","40-44","2008","2008","Male","M","White","2106-3",75,567220,13.2
,"40-44 years","40-44","2009","2009","Female","F","White","2106-3",24,522794,4.6
,"40-44 years","40-44","2009","2009","Male","M","White","2106-3",66,543732,12.1
,"40-44 years","40-44","2010","2010","Female","F","White","2106-3",21,513632,4.1
,"40-44 years","40-44","2010","2010","Male","M","White","2106-3",63,535383,11.8
,"40-44 years","40-44","2011","2011","Female","F","White","2106-3",18,508108,Unreliable
,"40-44 years","40-44","2011","2011","Male","M","White","2106-3",64,530415,12.1
,"40-44 years","40-44","2012","2012","Female","F","White","2106-3",16,496795,Unreliable
,"40-44 years","40-44","2012","2012","Male","M","White","2106-3",51,519775,9.8
,"40-44 years","40-44","2013","2013","Male","M","White","2106-3",68,503344,13.5
,"40-44 years","40-44","2014","2014","Female","F","White","2106-3",13,458242,Unreliable
,"40-44 years","40-44","2014","2014","Male","M","Black or African American","2054-5",12,77014,Unreliable
,"40-44 years","40-44","2014","2014","Male","M","White","2106-3",48,483880,9.9
,"40-44 years","40-44","2015","2015","Female","F","White","2106-3",17,436290,Unreliable
,"40-44 years","40-44","2015","2015","Male","M","White","2106-3",46,462289,10.0
,"40-44 years","40-44","2016","2016","Female","F","White","2106-3",16,416909,Unreliable
,"40-44 years","40-44","2016","2016","Male","M","Black or African American","2054-5",10,71888,Unreliable
,"40-44 years","40-44","2016","2016","Male","M","White","2106-3",61,442639,13.8
,"40-44 years","40-44","2017","2017","Female","F","White","2106-3",21,410450,5.1
,"40-44 years","40-44","2017","2017","Male","M","Black or African American","2054-5",13,72007,Unreliable
,"40-44 years","40-44","2017","2017","Male","M","White","2106-3",62,437920,14.2
,"45-49 years","45-49","1999","1999","Female","F","White","2106-3",38,651506,5.8
,"45-49 years","45-49","1999","1999","Male","M","Black or African American","2054-5",10,72334,Unreliable
,"45-49 years","45-49","1999","1999","Male","M","White","2106-3",77,655996,11.7
,"45-49 years","45-49","2000","2000","Female","F","White","2106-3",38,661755,5.7
,"45-49 years","45-49","2000","2000","Male","M","Black or African American","2054-5",10,74716,Unreliable
,"45-49 years","45-49","2000","2000","Male","M","White","2106-3",110,665957,16.5
,"45-49 years","45-49","2001","2001","Female","F","White","2106-3",29,669133,4.3
,"45-49 years","45-49","2001","2001","Male","M","Black or African American","2054-5",13,77693,Unreliable
,"45-49 years","45-49","2001","2001","Male","M","White","2106-3",91,676097,13.5
,"45-49 years","45-49","2002","2002","Female","F","White","2106-3",43,676915,6.4
,"45-49 years","45-49","2002","2002","Male","M","White","2106-3",107,686579,15.6
,"45-49 years","45-49","2003","2003","Female","F","White","2106-3",44,679886,6.5
,"45-49 years","45-49","2003","2003","Male","M","White","2106-3",115,693413,16.6
,"45-49 years","45-49","2004","2004","Female","F","White","2106-3",49,674846,7.3
,"45-49 years","45-49","2004","2004","Male","M","Black or African American","2054-5",18,86200,Unreliable
,"45-49 years","45-49","2004","2004","Male","M","White","2106-3",101,691474,14.6
,"45-49 years","45-49","2005","2005","Female","F","White","2106-3",54,670864,8.0
,"45-49 years","45-49","2005","2005","Male","M","Black or African American","2054-5",11,88734,Unreliable
,"45-49 years","45-49","2005","2005","Male","M","White","2106-3",135,691141,19.5
,"45-49 years","45-49","2006","2006","Female","F","White","2106-3",37,665862,5.6
,"45-49 years","45-49","2006","2006","Male","M","Black or African American","2054-5",13,90499,Unreliable
,"45-49 years","45-49","2006","2006","Male","M","White","2106-3",128,686778,18.6
,"45-49 years","45-49","2007","2007","Female","F","White","2106-3",55,653477,8.4
,"45-49 years","45-49","2007","2007","Male","M","Black or African American","2054-5",13,91602,Unreliable
,"45-49 years","45-49","2007","2007","Male","M","White","2106-3",125,674715,18.5
,"45-49 years","45-49","2008","2008","Female","F","White","2106-3",27,640985,4.2
,"45-49 years","45-49","2008","2008","Male","M","Black or African American","2054-5",11,91854,Unreliable
,"45-49 years","45-49","2008","2008","Male","M","White","2106-3",83,660725,12.6
,"45-49 years","45-49","2009","2009","Female","F","White","2106-3",30,629901,4.8
,"45-49 years","45-49","2009","2009","Male","M","Black or African American","2054-5",16,92143,Unreliable
,"45-49 years","45-49","2009","2009","Male","M","White","2106-3",89,648619,13.7
,"45-49 years","45-49","2010","2010","Female","F","White","2106-3",19,614446,Unreliable
,"45-49 years","45-49","2010","2010","Male","M","White","2106-3",84,631405,13.3
,"45-49 years","45-49","2011","2011","Female","F","White","2106-3",28,580542,4.8
,"45-49 years","45-49","2011","2011","Male","M","White","2106-3",50,597500,8.4
,"45-49 years","45-49","2012","2012","Female","F","White","2106-3",31,555402,5.6
,"45-49 years","45-49","2012","2012","Male","M","White","2106-3",65,572760,11.3
,"45-49 years","45-49","2013","2013","Female","F","White","2106-3",25,531087,4.7
,"45-49 years","45-49","2013","2013","Male","M","White","2106-3",56,548494,10.2
,"45-49 years","45-49","2014","2014","Female","F","White","2106-3",20,513832,3.9
,"45-49 years","45-49","2014","2014","Male","M","Black or African American","2054-5",14,82019,Unreliable
,"45-49 years","45-49","2014","2014","Male","M","White","2106-3",59,530567,11.1
,"45-49 years","45-49","2015","2015","Female","F","White","2106-3",21,505211,4.2
,"45-49 years","45-49","2015","2015","Male","M","Black or African American","2054-5",14,81293,Unreliable
,"45-49 years","45-49","2015","2015","Male","M","White","2106-3",60,522968,11.5
,"45-49 years","45-49","2016","2016","Female","F","White","2106-3",23,499907,4.6
,"45-49 years","45-49","2016","2016","Male","M","Black or African American","2054-5",10,80074,Unreliable
,"45-49 years","45-49","2016","2016","Male","M","White","2106-3",57,518262,11.0
,"45-49 years","45-49","2017","2017","Female","F","White","2106-3",28,485172,5.8
,"45-49 years","45-49","2017","2017","Male","M","Black or African American","2054-5",17,78894,Unreliable
,"45-49 years","45-49","2017","2017","Male","M","White","2106-3",68,505471,13.5
,"50-54 years","50-54","1999","1999","Female","F","White","2106-3",25,594668,4.2
,"50-54 years","50-54","1999","1999","Male","M","White","2106-3",77,592783,13.0
,"50-54 years","50-54","2000","2000","Female","F","White","2106-3",33,613093,5.4
,"50-54 years","50-54","2000","2000","Male","M","Black or African American","2054-5",11,58819,Unreliable
,"50-54 years","50-54","2000","2000","Male","M","White","2106-3",82,610848,13.4
,"50-54 years","50-54","2001","2001","Female","F","White","2106-3",40,639455,6.3
,"50-54 years","50-54","2001","2001","Male","M","White","2106-3",92,636779,14.4
,"50-54 years","50-54","2002","2002","Female","F","White","2106-3",38,626582,6.1
,"50-54 years","50-54","2002","2002","Male","M","Black or African American","2054-5",11,65730,Unreliable
,"50-54 years","50-54","2002","2002","Male","M","White","2106-3",101,623243,16.2
,"50-54 years","50-54","2003","2003","Female","F","White","2106-3",47,629771,7.5
,"50-54 years","50-54","2003","2003","Male","M","Black or African American","2054-5",11,67511,Unreliable
,"50-54 years","50-54","2003","2003","Male","M","White","2106-3",90,626545,14.4
,"50-54 years","50-54","2004","2004","Female","F","Black or African American","2054-5",11,75097,Unreliable
,"50-54 years","50-54","2004","2004","Female","F","White","2106-3",48,634168,7.6
,"50-54 years","50-54","2004","2004","Male","M","Black or African American","2054-5",12,69852,Unreliable
,"50-54 years","50-54","2004","2004","Male","M","White","2106-3",98,632661,15.5
,"50-54 years","50-54","2005","2005","Female","F","White","2106-3",28,636961,4.4
,"50-54 years","50-54","2005","2005","Male","M","Black or African American","2054-5",10,72114,Unreliable
,"50-54 years","50-54","2005","2005","Male","M","White","2106-3",88,636838,13.8
,"50-54 years","50-54","2006","2006","Female","F","White","2106-3",22,638702,3.4
,"50-54 years","50-54","2006","2006","Male","M","Black or African American","2054-5",16,74695,Unreliable
,"50-54 years","50-54","2006","2006","Male","M","White","2106-3",101,641397,15.7
,"50-54 years","50-54","2007","2007","Female","F","White","2106-3",44,644542,6.8
,"50-54 years","50-54","2007","2007","Male","M","Black or African American","2054-5",11,77931,Unreliable
,"50-54 years","50-54","2007","2007","Male","M","White","2106-3",109,649439,16.8
,"50-54 years","50-54","2008","2008","Female","F","White","2106-3",39,647407,6.0
,"50-54 years","50-54","2008","2008","Male","M","Black or African American","2054-5",15,81346,Unreliable
,"50-54 years","50-54","2008","2008","Male","M","White","2106-3",81,655301,12.4
,"50-54 years","50-54","2009","2009","Female","F","White","2106-3",28,645285,4.3
,"50-54 years","50-54","2009","2009","Male","M","White","2106-3",76,654995,11.6
,"50-54 years","50-54","2010","2010","Female","F","White","2106-3",29,646406,4.5
,"50-54 years","50-54","2010","2010","Male","M","White","2106-3",76,658112,11.5
,"50-54 years","50-54","2011","2011","Female","F","White","2106-3",29,644166,4.5
,"50-54 years","50-54","2011","2011","Male","M","White","2106-3",85,656793,12.9
,"50-54 years","50-54","2012","2012","Female","F","White","2106-3",34,636489,5.3
,"50-54 years","50-54","2012","2012","Male","M","Black or African American","2054-5",10,88588,Unreliable
,"50-54 years","50-54","2012","2012","Male","M","White","2106-3",92,648786,14.2
,"50-54 years","50-54","2013","2013","Female","F","White","2106-3",22,625906,3.5
,"50-54 years","50-54","2013","2013","Male","M","Black or African American","2054-5",13,88052,Unreliable
,"50-54 years","50-54","2013","2013","Male","M","White","2106-3",67,637565,10.5
,"50-54 years","50-54","2014","2014","Female","F","White","2106-3",22,614929,3.6
,"50-54 years","50-54","2014","2014","Male","M","Black or African American","2054-5",12,87900,Unreliable
,"50-54 years","50-54","2014","2014","Male","M","White","2106-3",76,625617,12.1
,"50-54 years","50-54","2015","2015","Female","F","White","2106-3",32,594298,5.4
,"50-54 years","50-54","2015","2015","Male","M","Black or African American","2054-5",15,86698,Unreliable
,"50-54 years","50-54","2015","2015","Male","M","White","2106-3",78,604522,12.9
,"50-54 years","50-54","2016","2016","Female","F","White","2106-3",25,564591,4.4
,"50-54 years","50-54","2016","2016","Male","M","Black or African American","2054-5",21,84141,25.0
,"50-54 years","50-54","2016","2016","Male","M","White","2106-3",96,575926,16.7
,"50-54 years","50-54","2017","2017","Female","F","White","2106-3",27,538832,5.0
,"50-54 years","50-54","2017","2017","Male","M","Black or African American","2054-5",12,81894,Unreliable
,"50-54 years","50-54","2017","2017","Male","M","White","2106-3",76,551175,13.8
,"55-59 years","55-59","1999","1999","Female","F","White","2106-3",28,454309,6.2
,"55-59 years","55-59","1999","1999","Male","M","White","2106-3",51,443186,11.5
,"55-59 years","55-59","2000","2000","Female","F","White","2106-3",35,469638,7.5
,"55-59 years","55-59","2000","2000","Male","M","White","2106-3",61,457968,13.3
,"55-59 years","55-59","2001","2001","Female","F","White","2106-3",29,487086,6.0
,"55-59 years","55-59","2001","2001","Male","M","White","2106-3",67,475637,14.1
,"55-59 years","55-59","2002","2002","Female","F","White","2106-3",30,530569,5.7
,"55-59 years","55-59","2002","2002","Male","M","White","2106-3",86,520155,16.5
,"55-59 years","55-59","2003","2003","Female","F","White","2106-3",38,548669,6.9
,"55-59 years","55-59","2003","2003","Male","M","White","2106-3",79,538930,14.7
,"55-59 years","55-59","2004","2004","Female","F","White","2106-3",23,568769,4.0
,"55-59 years","55-59","2004","2004","Male","M","White","2106-3",58,557852,10.4
,"55-59 years","55-59","2005","2005","Female","F","White","2106-3",32,586517,5.5
,"55-59 years","55-59","2005","2005","Male","M","White","2106-3",88,577409,15.2
,"55-59 years","55-59","2006","2006","Female","F","White","2106-3",39,603235,6.5
,"55-59 years","55-59","2006","2006","Male","M","Black or African American","2054-5",12,59904,Unreliable
,"55-59 years","55-59","2006","2006","Male","M","White","2106-3",104,593635,17.5
,"55-59 years","55-59","2007","2007","Female","F","White","2106-3",37,588113,6.3
,"55-59 years","55-59","2007","2007","Male","M","Black or African American","2054-5",11,61411,Unreliable
,"55-59 years","55-59","2007","2007","Male","M","White","2106-3",75,578187,13.0
,"55-59 years","55-59","2008","2008","Female","F","White","2106-3",25,593024,4.2
,"55-59 years","55-59","2008","2008","Male","M","White","2106-3",80,583062,13.7
,"55-59 years","55-59","2009","2009","Female","F","White","2106-3",18,601160,Unreliable
,"55-59 years","55-59","2009","2009","Male","M","White","2106-3",74,592266,12.5
,"55-59 years","55-59","2010","2010","Female","F","White","2106-3",18,607527,Unreliable
,"55-59 years","55-59","2010","2010","Male","M","White","2106-3",82,598796,13.7
,"55-59 years","55-59","2011","2011","Female","F","White","2106-3",13,615296,Unreliable
,"55-59 years","55-59","2011","2011","Male","M","White","2106-3",73,607751,12.0
,"55-59 years","55-59","2012","2012","Female","F","White","2106-3",30,624640,4.8
,"55-59 years","55-59","2012","2012","Male","M","White","2106-3",73,618558,11.8
,"55-59 years","55-59","2013","2013","Female","F","White","2106-3",21,626346,3.4
,"55-59 years","55-59","2013","2013","Male","M","White","2106-3",78,623741,12.5
,"55-59 years","55-59","2014","2014","Female","F","White","2106-3",27,624270,4.3
,"55-59 years","55-59","2014","2014","Male","M","White","2106-3",71,624304,11.4
,"55-59 years","55-59","2015","2015","Female","F","White","2106-3",23,622312,3.7
,"55-59 years","55-59","2015","2015","Male","M","Black or African American","2054-5",17,80039,Unreliable
,"55-59 years","55-59","2015","2015","Male","M","White","2106-3",89,624700,14.2
,"55-59 years","55-59","2016","2016","Female","F","White","2106-3",24,619077,3.9
,"55-59 years","55-59","2016","2016","Male","M","White","2106-3",92,622476,14.8
,"55-59 years","55-59","2017","2017","Female","F","White","2106-3",32,608847,5.3
,"55-59 years","55-59","2017","2017","Male","M","Black or African American","2054-5",13,81825,Unreliable
,"55-59 years","55-59","2017","2017","Male","M","White","2106-3",94,612682,15.3
,"60-64 years ","60-64","1999","1999","Female","F","White","2106-3",18,366064,Unreliable
,"60-64 years ","60-64","1999","1999","Male","M","White","2106-3",48,344592,13.9
,"60-64 years ","60-64","2000","2000","Female","F","White","2106-3",21,369569,5.7
,"60-64 years ","60-64","2000","2000","Male","M","White","2106-3",46,348722,13.2
,"60-64 years ","60-64","2001","2001","Female","F","White","2106-3",16,379151,Unreliable
,"60-64 years ","60-64","2001","2001","Male","M","White","2106-3",54,359148,15.0
,"60-64 years ","60-64","2002","2002","Female","F","White","2106-3",35,391729,8.9
,"60-64 years ","60-64","2002","2002","Male","M","White","2106-3",51,372142,13.7
,"60-64 years ","60-64","2003","2003","Female","F","White","2106-3",25,414576,6.0
,"60-64 years ","60-64","2003","2003","Male","M","White","2106-3",55,393214,14.0
,"60-64 years ","60-64","2004","2004","Female","F","White","2106-3",20,428819,4.7
,"60-64 years ","60-64","2004","2004","Male","M","White","2106-3",75,407648,18.4
,"60-64 years ","60-64","2005","2005","Female","F","White","2106-3",22,441093,5.0
,"60-64 years ","60-64","2005","2005","Male","M","White","2106-3",59,420218,14.0
,"60-64 years ","60-64","2006","2006","Female","F","White","2106-3",32,451901,7.1
,"60-64 years ","60-64","2006","2006","Male","M","White","2106-3",61,431393,14.1
,"60-64 years ","60-64","2007","2007","Female","F","White","2106-3",29,492007,5.9
,"60-64 years ","60-64","2007","2007","Male","M","White","2106-3",57,472301,12.1
,"60-64 years ","60-64","2008","2008","Female","F","White","2106-3",21,507036,4.1
,"60-64 years ","60-64","2008","2008","Male","M","White","2106-3",82,489372,16.8
,"60-64 years ","60-64","2009","2009","Female","F","White","2106-3",24,530225,4.5
,"60-64 years ","60-64","2009","2009","Male","M","White","2106-3",78,511175,15.3
,"60-64 years ","60-64","2010","2010","Female","F","White","2106-3",23,547074,4.2
,"60-64 years ","60-64","2010","2010","Male","M","White","2106-3",53,529164,10.0
,"60-64 years ","60-64","2011","2011","Female","F","White","2106-3",19,571114,Unreliable
,"60-64 years ","60-64","2011","2011","Male","M","White","2106-3",65,550846,11.8
,"60-64 years ","60-64","2012","2012","Female","F","White","2106-3",25,561716,4.5
,"60-64 years ","60-64","2012","2012","Male","M","White","2106-3",64,540582,11.8
,"60-64 years ","60-64","2013","2013","Female","F","White","2106-3",16,565840,Unreliable
,"60-64 years ","60-64","2013","2013","Male","M","White","2106-3",59,543430,10.9
,"60-64 years ","60-64","2014","2014","Female","F","White","2106-3",22,572758,3.8
,"60-64 years ","60-64","2014","2014","Male","M","White","2106-3",80,550461,14.5
,"60-64 years ","60-64","2015","2015","Female","F","White","2106-3",19,579851,Unreliable
,"60-64 years ","60-64","2015","2015","Male","M","White","2106-3",67,558030,12.0
,"60-64 years ","60-64","2016","2016","Female","F","White","2106-3",25,583899,4.3
,"60-64 years ","60-64","2016","2016","Male","M","White","2106-3",78,563107,13.9
,"60-64 years ","60-64","2017","2017","Female","F","White","2106-3",22,588348,3.7
,"60-64 years ","60-64","2017","2017","Male","M","White","2106-3",91,570222,16.0
,"65-69 years","65-69","1999","1999","Female","F","White","2106-3",31,336268,9.2
,"65-69 years","65-69","1999","1999","Male","M","White","2106-3",40,306327,13.1
,"65-69 years","65-69","2000","2000","Female","F","White","2106-3",28,333412,8.4
,"65-69 years","65-69","2000","2000","Male","M","White","2106-3",30,301977,9.9
,"65-69 years","65-69","2001","2001","Female","F","White","2106-3",30,330008,9.1
,"65-69 years","65-69","2001","2001","Male","M","White","2106-3",35,298846,11.7
,"65-69 years","65-69","2002","2002","Female","F","White","2106-3",18,330410,Unreliable
,"65-69 years","65-69","2002","2002","Male","M","White","2106-3",35,298690,11.7
,"65-69 years","65-69","2003","2003","Female","F","White","2106-3",17,335270,Unreliable
,"65-69 years","65-69","2003","2003","Male","M","White","2106-3",47,304162,15.5
,"65-69 years","65-69","2004","2004","Female","F","White","2106-3",33,339529,9.7
,"65-69 years","65-69","2004","2004","Male","M","White","2106-3",44,308931,14.2
,"65-69 years","65-69","2005","2005","Female","F","White","2106-3",29,342518,8.5
,"65-69 years","65-69","2005","2005","Male","M","White","2106-3",30,312507,9.6
,"65-69 years","65-69","2006","2006","Female","F","White","2106-3",13,346400,Unreliable
,"65-69 years","65-69","2006","2006","Male","M","White","2106-3",46,317002,14.5
,"65-69 years","65-69","2007","2007","Female","F","White","2106-3",29,358108,8.1
,"65-69 years","65-69","2007","2007","Male","M","White","2106-3",50,328698,15.2
,"65-69 years","65-69","2008","2008","Female","F","White","2106-3",26,380587,6.8
,"65-69 years","65-69","2008","2008","Male","M","White","2106-3",44,349348,12.6
,"65-69 years","65-69","2009","2009","Female","F","White","2106-3",22,396014,5.6
,"65-69 years","65-69","2009","2009","Male","M","White","2106-3",45,365588,12.3
,"65-69 years","65-69","2010","2010","Female","F","White","2106-3",16,407507,Unreliable
,"65-69 years","65-69","2010","2010","Male","M","White","2106-3",39,377734,10.3
,"65-69 years","65-69","2011","2011","Female","F","White","2106-3",15,423016,Unreliable
,"65-69 years","65-69","2011","2011","Male","M","White","2106-3",55,393945,14.0
,"65-69 years","65-69","2012","2012","Female","F","White","2106-3",13,462597,Unreliable
,"65-69 years","65-69","2012","2012","Male","M","White","2106-3",43,432793,9.9
,"65-69 years","65-69","2013","2013","Female","F","White","2106-3",25,482981,5.2
,"65-69 years","65-69","2013","2013","Male","M","White","2106-3",50,452137,11.1
,"65-69 years","65-69","2014","2014","Female","F","White","2106-3",18,501701,Unreliable
,"65-69 years","65-69","2014","2014","Male","M","White","2106-3",58,468939,12.4
,"65-69 years","65-69","2015","2015","Female","F","White","2106-3",17,518965,Unreliable
,"65-69 years","65-69","2015","2015","Male","M","White","2106-3",54,484895,11.1
,"65-69 years","65-69","2016","2016","Female","F","White","2106-3",23,535706,4.3
,"65-69 years","65-69","2016","2016","Male","M","White","2106-3",71,498646,14.2
,"65-69 years","65-69","2017","2017","Female","F","White","2106-3",20,521747,3.8
,"65-69 years","65-69","2017","2017","Male","M","White","2106-3",64,485737,13.2
,"70-74 years","70-74","1999","1999","Female","F","White","2106-3",40,347210,11.5
,"70-74 years","70-74","1999","1999","Male","M","White","2106-3",40,279317,14.3
,"70-74 years","70-74","2000","2000","Female","F","White","2106-3",30,341252,8.8
,"70-74 years","70-74","2000","2000","Male","M","White","2106-3",63,276449,22.8
,"70-74 years","70-74","2001","2001","Female","F","White","2106-3",35,330743,10.6
,"70-74 years","70-74","2001","2001","Male","M","White","2106-3",37,275291,13.4
,"70-74 years","70-74","2002","2002","Female","F","White","2106-3",27,320680,8.4
,"70-74 years","70-74","2002","2002","Male","M","White","2106-3",38,272558,13.9
,"70-74 years","70-74","2003","2003","Female","F","White","2106-3",29,312640,9.3
,"70-74 years","70-74","2003","2003","Male","M","White","2106-3",44,268898,16.4
,"70-74 years","70-74","2004","2004","Female","F","White","2106-3",18,305594,Unreliable
,"70-74 years","70-74","2004","2004","Male","M","White","2106-3",37,264446,14.0
,"70-74 years","70-74","2005","2005","Female","F","White","2106-3",29,300542,9.6
,"70-74 years","70-74","2005","2005","Male","M","White","2106-3",35,260696,13.4
,"70-74 years","70-74","2006","2006","Female","F","White","2106-3",21,295302,7.1
,"70-74 years","70-74","2006","2006","Male","M","White","2106-3",23,255971,9.0
,"70-74 years","70-74","2007","2007","Female","F","White","2106-3",26,295465,8.8
,"70-74 years","70-74","2007","2007","Male","M","White","2106-3",38,255826,14.9
,"70-74 years","70-74","2008","2008","Female","F","White","2106-3",17,299416,Unreliable
,"70-74 years","70-74","2008","2008","Male","M","White","2106-3",37,260955,14.2
,"70-74 years","70-74","2009","2009","Female","F","White","2106-3",21,305109,6.9
,"70-74 years","70-74","2009","2009","Male","M","White","2106-3",24,267167,9.0
,"70-74 years","70-74","2010","2010","Female","F","White","2106-3",13,308079,Unreliable
,"70-74 years","70-74","2010","2010","Male","M","White","2106-3",29,270600,10.7
,"70-74 years","70-74","2011","2011","Female","F","White","2106-3",19,317739,Unreliable
,"70-74 years","70-74","2011","2011","Male","M","White","2106-3",27,280128,9.6
,"70-74 years","70-74","2012","2012","Female","F","White","2106-3",10,330009,Unreliable
,"70-74 years","70-74","2012","2012","Male","M","White","2106-3",28,292079,9.6
,"70-74 years","70-74","2013","2013","Female","F","White","2106-3",15,352304,Unreliable
,"70-74 years","70-74","2013","2013","Male","M","White","2106-3",39,312841,12.5
,"70-74 years","70-74","2014","2014","Female","F","White","2106-3",21,367620,5.7
,"70-74 years","70-74","2014","2014","Male","M","White","2106-3",33,326615,10.1
,"70-74 years","70-74","2015","2015","Female","F","White","2106-3",15,383312,Unreliable
,"70-74 years","70-74","2015","2015","Male","M","White","2106-3",37,341360,10.8
,"70-74 years","70-74","2016","2016","Female","F","White","2106-3",24,394900,6.1
,"70-74 years","70-74","2016","2016","Male","M","White","2106-3",40,352447,11.3
,"70-74 years","70-74","2017","2017","Female","F","White","2106-3",23,426646,5.4
,"70-74 years","70-74","2017","2017","Male","M","White","2106-3",45,382383,11.8
,"75-79 years","75-79","1999","1999","Female","F","White","2106-3",35,328788,10.6
,"75-79 years","75-79","1999","1999","Male","M","White","2106-3",43,240853,17.9
,"75-79 years","75-79","2000","2000","Female","F","White","2106-3",42,333217,12.6
,"75-79 years","75-79","2000","2000","Male","M","White","2106-3",59,241459,24.4
,"75-79 years","75-79","2001","2001","Female","F","White","2106-3",43,328682,13.1
,"75-79 years","75-79","2001","2001","Male","M","White","2106-3",61,237907,25.6
,"75-79 years","75-79","2002","2002","Female","F","White","2106-3",37,321656,11.5
,"75-79 years","75-79","2002","2002","Male","M","White","2106-3",48,233329,20.6
,"75-79 years","75-79","2003","2003","Female","F","White","2106-3",33,313398,10.5
,"75-79 years","75-79","2003","2003","Male","M","White","2106-3",55,230095,23.9
,"75-79 years","75-79","2004","2004","Female","F","White","2106-3",31,301420,10.3
,"75-79 years","75-79","2004","2004","Male","M","White","2106-3",43,224782,19.1
,"75-79 years","75-79","2005","2005","Female","F","White","2106-3",22,291846,7.5
,"75-79 years","75-79","2005","2005","Male","M","White","2106-3",43,223765,19.2
,"75-79 years","75-79","2006","2006","Female","F","White","2106-3",25,281619,8.9
,"75-79 years","75-79","2006","2006","Male","M","White","2106-3",31,221291,14.0
,"75-79 years","75-79","2007","2007","Female","F","White","2106-3",17,273468,Unreliable
,"75-79 years","75-79","2007","2007","Male","M","White","2106-3",38,219192,17.3
,"75-79 years","75-79","2008","2008","Female","F","White","2106-3",16,266722,Unreliable
,"75-79 years","75-79","2008","2008","Male","M","White","2106-3",47,217222,21.6
,"75-79 years","75-79","2009","2009","Female","F","White","2106-3",14,262259,Unreliable
,"75-79 years","75-79","2009","2009","Male","M","White","2106-3",29,215341,13.5
,"75-79 years","75-79","2010","2010","Female","F","White","2106-3",18,260003,Unreliable
,"75-79 years","75-79","2010","2010","Male","M","White","2106-3",31,214217,14.5
,"75-79 years","75-79","2011","2011","Female","F","White","2106-3",21,257967,8.1
,"75-79 years","75-79","2011","2011","Male","M","White","2106-3",19,213543,Unreliable
,"75-79 years","75-79","2012","2012","Female","F","White","2106-3",21,259944,8.1
,"75-79 years","75-79","2012","2012","Male","M","White","2106-3",22,215259,10.2
,"75-79 years","75-79","2013","2013","Female","F","White","2106-3",20,265424,7.5
,"75-79 years","75-79","2013","2013","Male","M","White","2106-3",25,220780,11.3
,"75-79 years","75-79","2014","2014","Female","F","White","2106-3",18,271765,Unreliable
,"75-79 years","75-79","2014","2014","Male","M","White","2106-3",35,227002,15.4
,"75-79 years","75-79","2015","2015","Female","F","White","2106-3",16,277314,Unreliable
,"75-79 years","75-79","2015","2015","Male","M","White","2106-3",30,232821,12.9
,"75-79 years","75-79","2016","2016","Female","F","White","2106-3",15,284912,Unreliable
,"75-79 years","75-79","2016","2016","Male","M","White","2106-3",36,239457,15.0
,"75-79 years","75-79","2017","2017","Female","F","White","2106-3",17,292951,Unreliable
,"75-79 years","75-79","2017","2017","Male","M","White","2106-3",30,247426,12.1
,"80-84 years","80-84","1999","1999","Female","F","White","2106-3",33,233068,14.2
,"80-84 years","80-84","1999","1999","Male","M","White","2106-3",36,150754,23.9
,"80-84 years","80-84","2000","2000","Female","F","White","2106-3",31,235721,13.2
,"80-84 years","80-84","2000","2000","Male","M","White","2106-3",51,152890,33.4
,"80-84 years","80-84","2001","2001","Female","F","White","2106-3",30,244168,12.3
,"80-84 years","80-84","2001","2001","Male","M","White","2106-3",36,161004,22.4
,"80-84 years","80-84","2002","2002","Female","F","White","2106-3",44,251157,17.5
,"80-84 years","80-84","2002","2002","Male","M","White","2106-3",32,167001,19.2
,"80-84 years","80-84","2003","2003","Female","F","White","2106-3",30,255993,11.7
,"80-84 years","80-84","2003","2003","Male","M","White","2106-3",41,169996,24.1
,"80-84 years","80-84","2004","2004","Female","F","White","2106-3",37,260012,14.2
,"80-84 years","80-84","2004","2004","Male","M","White","2106-3",47,172423,27.3
,"80-84 years","80-84","2005","2005","Female","F","White","2106-3",34,261267,13.0
,"80-84 years","80-84","2005","2005","Male","M","White","2106-3",46,173105,26.6
,"80-84 years","80-84","2006","2006","Female","F","White","2106-3",38,256362,14.8
,"80-84 years","80-84","2006","2006","Male","M","White","2106-3",46,169478,27.1
,"80-84 years","80-84","2007","2007","Female","F","White","2106-3",23,251731,9.1
,"80-84 years","80-84","2007","2007","Male","M","White","2106-3",28,167188,16.7
,"80-84 years","80-84","2008","2008","Female","F","White","2106-3",24,246271,9.7
,"80-84 years","80-84","2008","2008","Male","M","White","2106-3",31,165602,18.7
,"80-84 years","80-84","2009","2009","Female","F","White","2106-3",31,238725,13.0
,"80-84 years","80-84","2009","2009","Male","M","White","2106-3",35,163702,21.4
,"80-84 years","80-84","2010","2010","Female","F","White","2106-3",27,233782,11.5
,"80-84 years","80-84","2010","2010","Male","M","White","2106-3",27,164416,16.4
,"80-84 years","80-84","2011","2011","Female","F","White","2106-3",20,227967,8.8
,"80-84 years","80-84","2011","2011","Male","M","White","2106-3",29,166311,17.4
,"80-84 years","80-84","2012","2012","Female","F","White","2106-3",16,222896,Unreliable
,"80-84 years","80-84","2012","2012","Male","M","White","2106-3",27,166848,16.2
,"80-84 years","80-84","2013","2013","Female","F","White","2106-3",20,218341,9.2
