"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"65-69 years","65-69","2019","2019","Female","F","Black or African American","2054-5",1000,57616,1735.6
,"65-69 years","65-69","2019","2019","Female","F","White","2106-3",5073,518445,978.5
,"65-69 years","65-69","2019","2019","Male","M","Black or African American","2054-5",1386,47970,2889.3
,"65-69 years","65-69","2019","2019","Male","M","White","2106-3",7862,482862,1628.2
,"65-69 years","65-69","2020","2020","Female","F","Black or African American","2054-5",1198,58878,2034.7
,"65-69 years","65-69","2020","2020","Female","F","White","2106-3",5603,517057,1083.6
,"65-69 years","65-69","2020","2020","Male","M","Black or African American","2054-5",1698,49211,3450.4
,"65-69 years","65-69","2020","2020","Male","M","White","2106-3",8849,481509,1837.8
,"65-69 years","65-69","2021","2021","Female","F","Black or African American","2054-5",1256,59783,2100.9
,"65-69 years","65-69","2021","2021","Female","F","White","2106-3",5685,510795,1113.0
,"65-69 years","65-69","2021","2021","Male","M","Black or African American","2054-5",1802,51832,3476.6
,"65-69 years","65-69","2021","2021","Male","M","White","2106-3",9237,488635,1890.4
,"65-69 years","65-69","2022","2022","Female","F","Black or African American","2054-5",1222,60721,2012.5
,"65-69 years","65-69","2022","2022","Female","F","White","2106-3",5631,502753,1120.0
,"65-69 years","65-69","2022","2022","Male","M","Black or African American","2054-5",1768,53157,3326.0
,"65-69 years","65-69","2022","2022","Male","M","White","2106-3",8811,484121,1820.0
,"65-69 years","65-69","2023 ","2023","Female","F","Black or African American","2054-5",1117,63411,1761.5
,"65-69 years","65-69","2023 ","2023","Female","F","White","2106-3",5170,506150,1021.4
,"65-69 years","65-69","2023 ","2023","Male","M","Black or African American","2054-5",1608,55933,2874.9
,"65-69 years","65-69","2023 ","2023","Male","M","White","2106-3",8434,490213,1720.5
,"70-74 years","70-74","2018","2018","Female","F","Black or African American","2054-5",954,41207,2315.1
,"70-74 years","70-74","2018","2018","Female","F","White","2106-3",6887,434757,1584.1
,"70-74 years","70-74","2018","2018","Male","M","Black or African American","2054-5",1207,31382,3846.2
,"70-74 years","70-74","2018","2018","Male","M","White","2106-3",9297,391282,2376.0
,"70-74 years","70-74","2019","2019","Female","F","Black or African American","2054-5",948,43278,2190.5
,"70-74 years","70-74","2019","2019","Female","F","White","2106-3",6919,448627,1542.3
,"70-74 years","70-74","2019","2019","Male","M","Black or African American","2054-5",1260,32955,3823.4
,"70-74 years","70-74","2019","2019","Male","M","White","2106-3",9438,403796,2337.3
,"70-74 years","70-74","2020","2020","Female","F","Black or African American","2054-5",1234,45767,2696.3
,"70-74 years","70-74","2020","2020","Female","F","White","2106-3",7515,457209,1643.7
,"70-74 years","70-74","2020","2020","Male","M","Black or African American","2054-5",1563,35042,4460.4
,"70-74 years","70-74","2020","2020","Male","M","White","2106-3",10733,410344,2615.6
,"70-74 years","70-74","2021","2021","Female","F","Black or African American","2054-5",1325,47232,2805.3
,"70-74 years","70-74","2021","2021","Female","F","White","2106-3",8122,460629,1763.2
,"70-74 years","70-74","2021","2021","Male","M","Black or African American","2054-5",1644,36666,4483.7
,"70-74 years","70-74","2021","2021","Male","M","White","2106-3",11178,419373,2665.4
,"70-74 years","70-74","2022","2022","Female","F","Black or African American","2054-5",1302,47541,2738.7
,"70-74 years","70-74","2022","2022","Female","F","White","2106-3",7531,447131,1684.3
,"70-74 years","70-74","2022","2022","Male","M","Black or African American","2054-5",1583,36621,4322.7
,"70-74 years","70-74","2022","2022","Male","M","White","2106-3",10627,404568,2626.8
,"70-74 years","70-74","2023 ","2023","Female","F","Black or African American","2054-5",1249,48957,2551.2
,"70-74 years","70-74","2023 ","2023","Female","F","White","2106-3",7294,451060,1617.1
,"70-74 years","70-74","2023 ","2023","Male","M","Black or African American","2054-5",1552,38153,4067.8
,"70-74 years","70-74","2023 ","2023","Male","M","White","2106-3",9873,409137,2413.1
,"75-79 years","75-79","2018","2018","Female","F","Black or African American","2054-5",1058,30185,3505.1
,"75-79 years","75-79","2018","2018","Female","F","White","2106-3",8171,307201,2659.8
,"75-79 years","75-79","2018","2018","Male","M","Black or African American","2054-5",1079,21230,5082.4
,"75-79 years","75-79","2018","2018","Male","M","White","2106-3",9861,260031,3792.2
,"75-79 years","75-79","2019","2019","Female","F","Black or African American","2054-5",1014,31142,3256.1
,"75-79 years","75-79","2019","2019","Female","F","White","2106-3",8228,319332,2576.6
,"75-79 years","75-79","2019","2019","Male","M","Black or African American","2054-5",1120,21595,5186.4
,"75-79 years","75-79","2019","2019","Male","M","White","2106-3",10089,270398,3731.2
,"75-79 years","75-79","2020","2020","Female","F","Black or African American","2054-5",1275,31343,4067.9
,"75-79 years","75-79","2020","2020","Female","F","White","2106-3",9250,328931,2812.1
,"75-79 years","75-79","2020","2020","Male","M","Black or African American","2054-5",1296,21844,5933.0
,"75-79 years","75-79","2020","2020","Male","M","White","2106-3",11569,278575,4152.9
,"75-79 years","75-79","2021","2021","Female","F","Black or African American","2054-5",1220,30363,4018.0
,"75-79 years","75-79","2021","2021","Female","F","White","2106-3",9433,321057,2938.1
,"75-79 years","75-79","2021","2021","Male","M","Black or African American","2054-5",1337,21403,6246.8
,"75-79 years","75-79","2021","2021","Male","M","White","2106-3",12002,275888,4350.3
,"75-79 years","75-79","2022","2022","Female","F","Black or African American","2054-5",1297,32223,4025.1
,"75-79 years","75-79","2022","2022","Female","F","White","2106-3",10023,353017,2839.2
,"75-79 years","75-79","2022","2022","Male","M","Black or African American","2054-5",1338,22825,5862.0
,"75-79 years","75-79","2022","2022","Male","M","White","2106-3",12321,303369,4061.4
,"75-79 years","75-79","2023 ","2023","Female","F","Black or African American","2054-5",1205,34066,3537.3
,"75-79 years","75-79","2023 ","2023","Female","F","White","2106-3",9633,365375,2636.5
,"75-79 years","75-79","2023 ","2023","Male","M","Black or African American","2054-5",1275,24175,5274.0
,"75-79 years","75-79","2023 ","2023","Male","M","White","2106-3",11942,316412,3774.2
,"80-84 years","80-84","2018","2018","Female","F","Black or African American","2054-5",1128,20933,5388.6
,"80-84 years","80-84","2018","2018","Female","F","White","2106-3",10321,214457,4812.6
,"80-84 years","80-84","2018","2018","Male","M","Black or African American","2054-5",1122,14064,7977.8
,"80-84 years","80-84","2018","2018","Male","M","White","2106-3",10781,167250,6446.0
,"80-84 years","80-84","2019","2019","Female","F","Black or African American","2054-5",1128,21751,5186.0
,"80-84 years","80-84","2019","2019","Female","F","White","2106-3",10363,218491,4743.0
,"80-84 years","80-84","2019","2019","Male","M","Black or African American","2054-5",1136,14613,7773.9
,"80-84 years","80-84","2019","2019","Male","M","White","2106-3",10789,170909,6312.7
,"80-84 years","80-84","2020","2020","Female","F","Black or African American","2054-5",1370,22277,6149.8
,"80-84 years","80-84","2020","2020","Female","F","White","2106-3",11095,220657,5028.2
,"80-84 years","80-84","2020","2020","Male","M","Black or African American","2054-5",1250,14679,8515.6
,"80-84 years","80-84","2020","2020","Male","M","White","2106-3",11877,172786,6873.8
,"80-84 years","80-84","2021","2021","Female","F","Black or African American","2054-5",1372,21247,6457.4
,"80-84 years","80-84","2021","2021","Female","F","White","2106-3",11177,210838,5301.2
,"80-84 years","80-84","2021","2021","Male","M","Black or African American","2054-5",1218,13789,8833.1
,"80-84 years","80-84","2021","2021","Male","M","White","2106-3",12078,166431,7257.1
,"80-84 years","80-84","2022","2022","Female","F","Black or African American","2054-5",1261,22242,5669.5
,"80-84 years","80-84","2022","2022","Female","F","White","2106-3",11572,225809,5124.7
,"80-84 years","80-84","2022","2022","Male","M","Black or African American","2054-5",1171,13973,8380.4
,"80-84 years","80-84","2022","2022","Male","M","White","2106-3",12536,175635,7137.5
,"80-84 years","80-84","2023 ","2023","Female","F","Black or African American","2054-5",1276,22599,5646.3
,"80-84 years","80-84","2023 ","2023","Female","F","White","2106-3",11449,235302,4865.7
,"80-84 years","80-84","2023 ","2023","Male","M","Black or African American","2054-5",1104,14244,7750.6
,"80-84 years","80-84","2023 ","2023","Male","M","White","2106-3",12050,186275,6468.9
,"85-89 years","85-89","2018","2018","Female","F","Black or African American","2054-5",1035,Not Applicable,Not Applicable
,"85-89 years","85-89","2018","2018","Female","F","White","2106-3",13123,Not Applicable,Not Applicable
,"85-89 years","85-89","2018","2018","Male","M","Black or African American","2054-5",796,Not Applicable,Not Applicable
,"85-89 years","85-89","2018","2018","Male","M","White","2106-3",11786,Not Applicable,Not Applicable
,"85-89 years","85-89","2019","2019","Female","F","Black or African American","2054-5",1055,Not Applicable,Not Applicable
,"85-89 years","85-89","2019","2019","Female","F","White","2106-3",12827,Not Applicable,Not Applicable
,"85-89 years","85-89","2019","2019","Male","M","Black or African American","2054-5",853,Not Applicable,Not Applicable
,"85-89 years","85-89","2019","2019","Male","M","White","2106-3",11546,Not Applicable,Not Applicable
,"85-89 years","85-89","2020","2020","Female","F","Black or African American","2054-5",1287,Not Applicable,Not Applicable
,"85-89 years","85-89","2020","2020","Female","F","White","2106-3",13586,Not Applicable,Not Applicable
,"85-89 years","85-89","2020","2020","Male","M","Black or African American","2054-5",977,Not Applicable,Not Applicable
,"85-89 years","85-89","2020","2020","Male","M","White","2106-3",12412,Not Applicable,Not Applicable
,"85-89 years","85-89","2021","2021","Female","F","Black or African American","2054-5",1241,Not Applicable,Not Applicable
,"85-89 years","85-89","2021","2021","Female","F","White","2106-3",13066,Not Applicable,Not Applicable
,"85-89 years","85-89","2021","2021","Male","M","Black or African American","2054-5",999,Not Applicable,Not Applicable
,"85-89 years","85-89","2021","2021","Male","M","White","2106-3",12183,Not Applicable,Not Applicable
,"85-89 years","85-89","2022","2022","Female","F","Black or African American","2054-5",1287,Not Applicable,Not Applicable
,"85-89 years","85-89","2022","2022","Female","F","White","2106-3",13356,Not Applicable,Not Applicable
,"85-89 years","85-89","2022","2022","Male","M","Black or African American","2054-5",1018,Not Applicable,Not Applicable
,"85-89 years","85-89","2022","2022","Male","M","White","2106-3",12131,Not Applicable,Not Applicable
,"85-89 years","85-89","2023 ","2023","Female","F","Black or African American","2054-5",1195,Not Applicable,Not Applicable
,"85-89 years","85-89","2023 ","2023","Female","F","White","2106-3",12547,Not Applicable,Not Applicable
,"85-89 years","85-89","2023 ","2023","Male","M","Black or African American","2054-5",914,Not Applicable,Not Applicable
,"85-89 years","85-89","2023 ","2023","Male","M","White","2106-3",11618,Not Applicable,Not Applicable
,"90-94 years","90-94","2018","2018","Female","F","Black or African American","2054-5",840,Not Applicable,Not Applicable
,"90-94 years","90-94","2018","2018","Female","F","White","2106-3",14094,Not Applicable,Not Applicable
,"90-94 years","90-94","2018","2018","Male","M","Black or African American","2054-5",470,Not Applicable,Not Applicable
,"90-94 years","90-94","2018","2018","Male","M","White","2106-3",8891,Not Applicable,Not Applicable
,"90-94 years","90-94","2019","2019","Female","F","Black or African American","2054-5",850,Not Applicable,Not Applicable
,"90-94 years","90-94","2019","2019","Female","F","White","2106-3",13582,Not Applicable,Not Applicable
,"90-94 years","90-94","2019","2019","Male","M","Black or African American","2054-5",454,Not Applicable,Not Applicable
,"90-94 years","90-94","2019","2019","Male","M","White","2106-3",9020,Not Applicable,Not Applicable
,"90-94 years","90-94","2020","2020","Female","F","Black or African American","2054-5",1019,Not Applicable,Not Applicable
,"90-94 years","90-94","2020","2020","Female","F","White","2106-3",13960,Not Applicable,Not Applicable
,"90-94 years","90-94","2020","2020","Male","M","Black or African American","2054-5",583,Not Applicable,Not Applicable
,"90-94 years","90-94","2020","2020","Male","M","White","2106-3",9662,Not Applicable,Not Applicable
,"90-94 years","90-94","2021","2021","Female","F","Black or African American","2054-5",1002,Not Applicable,Not Applicable
,"90-94 years","90-94","2021","2021","Female","F","White","2106-3",13441,Not Applicable,Not Applicable
,"90-94 years","90-94","2021","2021","Male","M","Black or African American","2054-5",504,Not Applicable,Not Applicable
,"90-94 years","90-94","2021","2021","Male","M","White","2106-3",9593,Not Applicable,Not Applicable
,"90-94 years","90-94","2022","2022","Female","F","Black or African American","2054-5",923,Not Applicable,Not Applicable
,"90-94 years","90-94","2022","2022","Female","F","White","2106-3",13277,Not Applicable,Not Applicable
,"90-94 years","90-94","2022","2022","Male","M","Black or African American","2054-5",555,Not Applicable,Not Applicable
,"90-94 years","90-94","2022","2022","Male","M","White","2106-3",9601,Not Applicable,Not Applicable
,"90-94 years","90-94","2023 ","2023","Female","F","Black or African American","2054-5",865,Not Applicable,Not Applicable
,"90-94 years","90-94","2023 ","2023","Female","F","White","2106-3",12384,Not Applicable,Not Applicable
,"90-94 years","90-94","2023 ","2023","Male","M","Black or African American","2054-5",494,Not Applicable,Not Applicable
,"90-94 years","90-94","2023 ","2023","Male","M","White","2106-3",8993,Not Applicable,Not Applicable
,"95-99 years","95-99","2018","2018","Female","F","Black or African American","2054-5",446,Not Applicable,Not Applicable
,"95-99 years","95-99","2018","2018","Female","F","White","2106-3",7954,Not Applicable,Not Applicable
,"95-99 years","95-99","2018","2018","Male","M","Black or African American","2054-5",171,Not Applicable,Not Applicable
,"95-99 years","95-99","2018","2018","Male","M","White","2106-3",3778,Not Applicable,Not Applicable
,"95-99 years","95-99","2019","2019","Female","F","Black or African American","2054-5",452,Not Applicable,Not Applicable
,"95-99 years","95-99","2019","2019","Female","F","White","2106-3",8036,Not Applicable,Not Applicable
,"95-99 years","95-99","2019","2019","Male","M","Black or African American","2054-5",178,Not Applicable,Not Applicable
,"95-99 years","95-99","2019","2019","Male","M","White","2106-3",3766,Not Applicable,Not Applicable
,"95-99 years","95-99","2020","2020","Female","F","Black or African American","2054-5",574,Not Applicable,Not Applicable
,"95-99 years","95-99","2020","2020","Female","F","White","2106-3",8565,Not Applicable,Not Applicable
,"95-99 years","95-99","2020","2020","Male","M","Black or African American","2054-5",223,Not Applicable,Not Applicable
,"95-99 years","95-99","2020","2020","Male","M","White","2106-3",4198,Not Applicable,Not Applicable
,"95-99 years","95-99","2021","2021","Female","F","Black or African American","2054-5",526,Not Applicable,Not Applicable
,"95-99 years","95-99","2021","2021","Female","F","White","2106-3",8363,Not Applicable,Not Applicable
,"95-99 years","95-99","2021","2021","Male","M","Black or African American","2054-5",170,Not Applicable,Not Applicable
,"95-99 years","95-99","2021","2021","Male","M","White","2106-3",3919,Not Applicable,Not Applicable
,"95-99 years","95-99","2022","2022","Female","F","Black or African American","2054-5",534,Not Applicable,Not Applicable
,"95-99 years","95-99","2022","2022","Female","F","White","2106-3",8453,Not Applicable,Not Applicable
,"95-99 years","95-99","2022","2022","Male","M","Black or African American","2054-5",216,Not Applicable,Not Applicable
,"95-99 years","95-99","2022","2022","Male","M","White","2106-3",4049,Not Applicable,Not Applicable
,"95-99 years","95-99","2023 ","2023","Female","F","Black or African American","2054-5",472,Not Applicable,Not Applicable
,"95-99 years","95-99","2023 ","2023","Female","F","White","2106-3",7853,Not Applicable,Not Applicable
,"95-99 years","95-99","2023 ","2023","Male","M","Black or African American","2054-5",166,Not Applicable,Not Applicable
,"95-99 years","95-99","2023 ","2023","Male","M","White","2106-3",3625,Not Applicable,Not Applicable
,"100+ years","100+","2018","2018","Female","F","Black or African American","2054-5",165,Not Applicable,Not Applicable
,"100+ years","100+","2018","2018","Female","F","White","2106-3",1932,Not Applicable,Not Applicable
,"100+ years","100+","2018","2018","Male","M","Black or African American","2054-5",29,Not Applicable,Not Applicable
,"100+ years","100+","2018","2018","Male","M","White","2106-3",529,Not Applicable,Not Applicable
,"100+ years","100+","2019","2019","Female","F","Black or African American","2054-5",146,Not Applicable,Not Applicable
,"100+ years","100+","2019","2019","Female","F","White","2106-3",1938,Not Applicable,Not Applicable
,"100+ years","100+","2019","2019","Male","M","Black or African American","2054-5",32,Not Applicable,Not Applicable
,"100+ years","100+","2019","2019","Male","M","White","2106-3",598,Not Applicable,Not Applicable
,"100+ years","100+","2020","2020","Female","F","Black or African American","2054-5",184,Not Applicable,Not Applicable
,"100+ years","100+","2020","2020","Female","F","White","2106-3",2128,Not Applicable,Not Applicable
,"100+ years","100+","2020","2020","Male","M","Black or African American","2054-5",46,Not Applicable,Not Applicable
,"100+ years","100+","2020","2020","Male","M","White","2106-3",662,Not Applicable,Not Applicable
,"100+ years","100+","2021","2021","Female","F","Black or African American","2054-5",158,Not Applicable,Not Applicable
,"100+ years","100+","2021","2021","Female","F","White","2106-3",2253,Not Applicable,Not Applicable
,"100+ years","100+","2021","2021","Male","M","Black or African American","2054-5",39,Not Applicable,Not Applicable
,"100+ years","100+","2021","2021","Male","M","White","2106-3",690,Not Applicable,Not Applicable
,"100+ years","100+","2022","2022","Female","F","Black or African American","2054-5",189,Not Applicable,Not Applicable
,"100+ years","100+","2022","2022","Female","F","White","2106-3",2422,Not Applicable,Not Applicable
,"100+ years","100+","2022","2022","Male","M","Black or African American","2054-5",48,Not Applicable,Not Applicable
,"100+ years","100+","2022","2022","Male","M","White","2106-3",707,Not Applicable,Not Applicable
,"100+ years","100+","2023 ","2023","Female","F","Black or African American","2054-5",177,Not Applicable,Not Applicable
,"100+ years","100+","2023 ","2023","Female","F","White","2106-3",2217,Not Applicable,Not Applicable
,"100+ years","100+","2023 ","2023","Male","M","Black or African American","2054-5",34,Not Applicable,Not Applicable
,"100+ years","100+","2023 ","2023","Male","M","White","2106-3",707,Not Applicable,Not Applicable
"---"
"Dataset: Multiple Cause of Death, 2018-2023, Single Race"
"Query Parameters:"
"Hispanic Origin: Not Hispanic or Latino"
"Single Race 6: Black or African American; White"
"States: California (06)"
"Group By: Five-Year Age Groups; Year; Sex; Single Race 6"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-expanded.html for more information."
"---"
"Query Date: Jan 28, 2026 10:30:09 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2023 on CDC WONDER Online Database, released in 2024. Data are from the Multiple Cause of Death Files,"
"2018-2023, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10-expanded.html on Jan 28, 2026 10:30:09 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Ages 85-100."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Not Stated."
"5. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Not Stated."
"6. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Racial Differences."
"7. The population figures for years 2023 are single-race estimates of the July 1 resident population, from the Vintage 2023"
"postcensal series released by the Census Bureau on June 27, 2024. The 2023 series is based on the Modified Blended Base produced"
"by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of the blend"
"of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data"
"from the internal Census Edited File (CEF). The population figures for years 2022 are single-race estimates of the July 1"
"resident population, from the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023. The 2022 series is"
"based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The"
"Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic"
"Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The population figures for year 2021 are"
"single-race estimates of the July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of"
"the April 1, 2020 decennial population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30,"
"2022. The population figures for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series based on April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year"
"2019 are single-race estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010"
"Census, released by the Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the"
"July 1 resident population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on"
"June 20, 2019. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Population Data."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Age"
"Group."
"9. The U.S. - Mexico Border Regions distinguish between counties near the U.S. - Mexico border in the border states of Arizona,"
"California, New Mexico, and Texas, and other areas. To simplify the Border region analysis, two mutually exclusive regions"
"within the United States are available: 1) U.S. - Mexico Border Region (i.e., 44 counties within 100 kilometers (62 miles) of"
"the U.S. - Mexico border), and 2) the U.S. Non-Border Region with the remaining counties of the selected four border states. The"
"Border counties selection was based on the 1983 La Paz Agreement:"
"https://www.epa.gov/sites/production/files/2015-09/documents/lapazagreement.pdf.. (i.e., counties for each state which fall"
"within 100 kilometers of the Border). Statistics are also available by each of the USA border counties along the U.S.-Mexico"
"area."
"10. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
