"Notes","Five-Year Age Groups","Five-Year Age Groups Code","Year","Year Code","Sex","Sex Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"85-89 years","85-89","2023 ","2023","Male","M","Black or African American","2054-5",12,Not Applicable,Not Applicable
,"85-89 years","85-89","2023 ","2023","Male","M","White","2106-3",241,Not Applicable,Not Applicable
,"90-94 years","90-94","2018","2018","Female","F","Black or African American","2054-5",10,Not Applicable,Not Applicable
,"90-94 years","90-94","2018","2018","Female","F","White","2106-3",211,Not Applicable,Not Applicable
,"90-94 years","90-94","2018","2018","Male","M","White","2106-3",158,Not Applicable,Not Applicable
,"90-94 years","90-94","2019","2019","Female","F","White","2106-3",227,Not Applicable,Not Applicable
,"90-94 years","90-94","2019","2019","Male","M","White","2106-3",190,Not Applicable,Not Applicable
,"90-94 years","90-94","2020","2020","Female","F","White","2106-3",190,Not Applicable,Not Applicable
,"90-94 years","90-94","2020","2020","Male","M","White","2106-3",179,Not Applicable,Not Applicable
,"90-94 years","90-94","2021","2021","Female","F","White","2106-3",194,Not Applicable,Not Applicable
,"90-94 years","90-94","2021","2021","Male","M","White","2106-3",146,Not Applicable,Not Applicable
,"90-94 years","90-94","2022","2022","Female","F","White","2106-3",208,Not Applicable,Not Applicable
,"90-94 years","90-94","2022","2022","Male","M","White","2106-3",189,Not Applicable,Not Applicable
,"90-94 years","90-94","2023 ","2023","Female","F","White","2106-3",183,Not Applicable,Not Applicable
,"90-94 years","90-94","2023 ","2023","Male","M","White","2106-3",165,Not Applicable,Not Applicable
,"95-99 years","95-99","2018","2018","Female","F","White","2106-3",116,Not Applicable,Not Applicable
,"95-99 years","95-99","2018","2018","Male","M","White","2106-3",66,Not Applicable,Not Applicable
,"95-99 years","95-99","2019","2019","Female","F","White","2106-3",124,Not Applicable,Not Applicable
,"95-99 years","95-99","2019","2019","Male","M","White","2106-3",60,Not Applicable,Not Applicable
,"95-99 years","95-99","2020","2020","Female","F","White","2106-3",100,Not Applicable,Not Applicable
,"95-99 years","95-99","2020","2020","Male","M","White","2106-3",97,Not Applicable,Not Applicable
,"95-99 years","95-99","2021","2021","Female","F","White","2106-3",101,Not Applicable,Not Applicable
,"95-99 years","95-99","2021","2021","Male","M","White","2106-3",82,Not Applicable,Not Applicable
,"95-99 years","95-99","2022","2022","Female","F","White","2106-3",117,Not Applicable,Not Applicable
,"95-99 years","95-99","2022","2022","Male","M","White","2106-3",82,Not Applicable,Not Applicable
,"95-99 years","95-99","2023 ","2023","Female","F","White","2106-3",120,Not Applicable,Not Applicable
,"95-99 years","95-99","2023 ","2023","Male","M","White","2106-3",58,Not Applicable,Not Applicable
,"100+ years","100+","2018","2018","Female","F","White","2106-3",24,Not Applicable,Not Applicable
,"100+ years","100+","2018","2018","Male","M","White","2106-3",11,Not Applicable,Not Applicable
,"100+ years","100+","2019","2019","Female","F","White","2106-3",27,Not Applicable,Not Applicable
,"100+ years","100+","2020","2020","Female","F","White","2106-3",25,Not Applicable,Not Applicable
,"100+ years","100+","2021","2021","Female","F","White","2106-3",37,Not Applicable,Not Applicable
,"100+ years","100+","2021","2021","Male","M","White","2106-3",12,Not Applicable,Not Applicable
,"100+ years","100+","2022","2022","Female","F","White","2106-3",30,Not Applicable,Not Applicable
,"100+ years","100+","2022","2022","Male","M","White","2106-3",15,Not Applicable,Not Applicable
,"100+ years","100+","2023 ","2023","Female","F","White","2106-3",32,Not Applicable,Not Applicable
,"100+ years","100+","2023 ","2023","Male","M","White","2106-3",13,Not Applicable,Not Applicable
"---"
"Dataset: Multiple Cause of Death, 2018-2023, Single Race"
"Query Parameters:"
"Hispanic Origin: Not Hispanic or Latino"
"Single Race 6: Black or African American; White"
"States: California (06)"
"UCD - ICD-10 Codes: W00-X59 (Other external causes of accidental injury)"
"Group By: Five-Year Age Groups; Year; Sex; Single Race 6"
"Show Totals: Disabled"
"Show Zero Values: False"
"Show Suppressed: False"
"Calculate Rates Per: 100,000"
"Rate Options: Default intercensal populations for years 2001-2009 (except Infant Age Groups)"
"---"
"Help: See http://wonder.cdc.gov/wonder/help/mcd-expanded.html for more information."
"---"
"Query Date: Jan 28, 2026 8:13:27 PM"
"---"
"Suggested Citation: Centers for Disease Control and Prevention, National Center for Health Statistics. National Vital Statistics"
"System, Mortality 2018-2023 on CDC WONDER Online Database, released in 2024. Data are from the Multiple Cause of Death Files,"
"2018-2023, as compiled from data provided by the 57 vital statistics jurisdictions through the Vital Statistics Cooperative"
"Program. Accessed at http://wonder.cdc.gov/mcd-icd10-expanded.html on Jan 28, 2026 8:13:27 PM"
"---"
Messages:
"1. Totals are not available for these results due to suppression constraints. More Information:"
"http://wonder.cdc.gov/wonder/help/faq.html#Privacy."
"2. Rows with zero Deaths are hidden. Use Quick Options above to show zero rows."
"3. Rows with suppressed Deaths are hidden. Use Quick Options above to show suppressed rows."
"---"
Caveats:
"1. Population and rates are labeled 'Not Applicable' when they include a subset of ages 85-100+ because populations are not"
"available for those ages. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Ages 85-100."
"2. Data are Suppressed when the data meet the criteria for confidentiality constraints. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Assurance of Confidentiality."
"3. Death rates are flagged as Unreliable when the rate is calculated with a numerator of 20 or less. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Unreliable."
"4. Deaths of persons with Age ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among age groups,"
"so are not included in age-specific counts, age-specific rates or in any age-adjusted rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Not Stated."
"5. Deaths of persons with Hispanic origin ""Not Stated"" are included in ""All"" counts and rates, but are not distributed among"
"Hispanic Origin groups, so are not included in the Hispanic Origin specific counts and rates. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Not Stated."
"6. Information included on the death certificate about the race and Hispanic ethnicity of the decedent is reported by the"
"funeral director as provided by an informant, often the surviving next of kin, or, in the absence of an informant, on the basis"
"of observation. Race and ethnicity information from the census is by self-report. To the extent that race and Hispanic origin"
"are inconsistent between these two data sources, death rates will be biased. More information:"
"http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Racial Differences."
"7. The population figures for years 2023 are single-race estimates of the July 1 resident population, from the Vintage 2023"
"postcensal series released by the Census Bureau on June 27, 2024. The 2023 series is based on the Modified Blended Base produced"
"by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The Modified Blended Base consists of the blend"
"of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic Analysis Estimates, and 2020 Census data"
"from the internal Census Edited File (CEF). The population figures for years 2022 are single-race estimates of the July 1"
"resident population, from the Vintage 2022 postcensal series released by the Census Bureau on June 22, 2023. The 2022 series is"
"based on the Modified Blended Base produced by the US Census Bureau in lieu of the April 1, 2020 decennial population count. The"
"Modified Blended Base consists of the blend of Vintage 2020 postcensal population estimates for April 1, 2020, 2020 Demographic"
"Analysis Estimates, and 2020 Census data from the internal Census Edited File (CEF). The population figures for year 2021 are"
"single-race estimates of the July 1 resident population, based on the Blended Base produced by the US Census Bureau in lieu of"
"the April 1, 2020 decennial population count, from the Vintage 2021 postcensal series released by the Census Bureau on June 30,"
"2022. The population figures for year 2020 are single-race estimates of the July 1 resident population, from the Vintage 2020"
"postcensal series based on April 2010 Census, released by the Census Bureau on July 27, 2021. The population figures for year"
"2019 are single-race estimates of the July 1 resident population, from the Vintage 2019 postcensal series based on April 2010"
"Census, released by the Census Bureau on June 25, 2020. The population figures for year 2018 are single-race estimates of the"
"July 1 resident population, from the Vintage 2018 postcensal series based on April 2010 Census, released by the Census Bureau on"
"June 20, 2019. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Population Data."
"8. The population figures used in the calculation of death rates for the age group 'under 1 year' are the estimates of the"
"resident population that is under one year of age. More information: http://wonder.cdc.gov/wonder/help/mcd-expanded.html#Age"
"Group."
"9. The U.S. - Mexico Border Regions distinguish between counties near the U.S. - Mexico border in the border states of Arizona,"
"California, New Mexico, and Texas, and other areas. To simplify the Border region analysis, two mutually exclusive regions"
"within the United States are available: 1) U.S. - Mexico Border Region (i.e., 44 counties within 100 kilometers (62 miles) of"
"the U.S. - Mexico border), and 2) the U.S. Non-Border Region with the remaining counties of the selected four border states. The"
"Border counties selection was based on the 1983 La Paz Agreement:"
"https://www.epa.gov/sites/production/files/2015-09/documents/lapazagreement.pdf.. (i.e., counties for each state which fall"
"within 100 kilometers of the Border). Statistics are also available by each of the USA border counties along the U.S.-Mexico"
"area."
"10. After the creation of the final 2023 dataset, North Carolina updated the cause of death information for over 900 death"
"certificates to include a cause of death code indicating drug overdose (ICD-10 underlying cause-of-death codes: X40-X44,"
"X60-X64, X85, and Y10-Y14). Jurisdictions can continue to update death certificates after the closing of the mortality file. As"
"a result, users should consider that the actual death count for drug overdose deaths for North Carolina in 2023 is over 4,400"
"deaths, with a crude rate of approximately 41.0 per 100,000 population, and an age-adjusted rate of approximately 42.1 per"
"100,000 population. These deaths will not be updated on the final mortality datasets."
